n_student,code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_submitted,is_banked,score,assessment_type,date,weight,sum_click
196,FFF,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,96.0,0.0,50.0,TMA,96.0,25.0,4877.0
197,DDD,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,25.0,0.0,75.0,TMA,25.0,10.0,440.0
198,GGG,F,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,108.0,0.0,88.0,TMA,110.0,20.0,2907.0
199,BBB,F,South East Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,130.0,0.0,85.0,TMA,124.0,18.0,444.0
200,CCC,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,158.0,0.0,14.0,TMA,158.0,20.0,575.0
201,GGG,F,South Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,220.0,0.0,100.0,CMA,222.0,0.0,327.0
202,CCC,M,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,67.0,0.0,96.0,TMA,68.0,28.0,1390.0
203,FFF,M,North Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,151.0,0.0,97.0,CMA,236.0,0.0,5503.0
204,FFF,M,North Western Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,199.0,0.0,77.0,TMA,199.0,25.0,2608.0
205,DDD,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,180,N,Pass,157.0,0.0,68.0,TMA,151.0,15.0,1023.0
206,DDD,M,South East Region,A Level or Equivalent,50-60%,0-35,0,90,Y,Pass,69.0,0.0,75.0,TMA,62.0,10.0,913.0
207,EEE,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,32.0,0.0,94.0,TMA,33.0,16.0,1484.0
208,FFF,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,150,N,Pass,89.0,0.0,90.0,TMA,89.0,25.0,4582.0
209,FFF,M,West Midlands Region,A Level or Equivalent,80-90%,35-55,1,60,N,Pass,227.0,0.0,67.0,CMA,227.0,0.0,3047.0
210,BBB,F,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,168.0,0.0,80.0,CMA,166.0,1.0,843.0
211,GGG,M,London Region,Lower Than A Level,60-70%,35-55,0,30,N,Fail,61.0,0.0,64.0,TMA,61.0,0.0,560.0
212,EEE,M,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,20.0,0.0,30.0,CMA,18.0,2.0,669.0
213,EEE,M,South West Region,Lower Than A Level,30-40%,35-55,0,180,N,Pass,21.0,0.0,78.0,CMA,18.0,2.0,4526.0
214,DDD,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,25.0,0.0,70.0,TMA,25.0,10.0,488.0
215,BBB,F,North Western Region,HE Qualification,0-10%,0-35,0,120,Y,Pass,116.0,0.0,82.0,TMA,117.0,18.0,674.0
216,EEE,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,131.0,0.0,85.0,TMA,131.0,28.0,1182.0
217,DDD,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass,5.0,0.0,83.0,TMA,25.0,10.0,3091.0
218,BBB,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,165.0,0.0,85.0,TMA,166.0,18.0,2881.0
219,FFF,M,South West Region,Lower Than A Level,0-10%,35-55,1,60,N,Pass,177.0,0.0,70.0,CMA,241.0,0.0,2463.0
220,DDD,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,146.0,0.0,55.0,TMA,146.0,25.0,363.0
221,GGG,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,87.0,0.0,80.0,TMA,61.0,0.0,817.0
222,DDD,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,53.0,0.0,79.0,TMA,53.0,12.5,593.0
223,CCC,M,East Anglian Region,HE Qualification,60-70%,35-55,0,30,N,Pass,209.0,0.0,100.0,CMA,207.0,8.0,707.0
224,BBB,F,East Anglian Region,Lower Than A Level,40-50%,0-35,1,60,N,Pass,133.0,0.0,60.0,CMA,131.0,1.0,2010.0
225,DDD,M,North Region,Lower Than A Level,20-30%,35-55,0,120,N,Pass,154.0,0.0,67.0,TMA,158.0,20.0,1722.0
226,CCC,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,209.0,0.0,57.0,CMA,207.0,8.0,1188.0
227,FFF,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,149.0,0.0,62.0,CMA,241.0,0.0,2189.0
228,CCC,M,North Western Region,HE Qualification,90-100%,0-35,0,30,N,Pass,147.0,0.0,71.0,CMA,144.0,8.0,2998.0
229,FFF,M,North Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,89.0,0.0,77.0,TMA,89.0,25.0,3766.0
230,FFF,M,South Region,HE Qualification,90-100%,35-55,0,150,N,Pass,210.0,0.0,57.0,CMA,236.0,0.0,1210.0
231,BBB,M,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,Pass,194.0,0.0,81.0,TMA,194.0,18.0,108.0
232,FFF,M,Scotland,Lower Than A Level,70-80%,0-35,2,120,Y,Pass,-1.0,1.0,81.0,CMA,227.0,0.0,5318.0
233,FFF,M,Scotland,HE Qualification,60-70%,0-35,0,90,N,Pass,47.0,0.0,90.0,TMA,47.0,12.5,2611.0
234,FFF,M,Yorkshire Region,A Level or Equivalent,40-50%,55<=,0,120,N,Pass,102.0,0.0,83.0,CMA,236.0,0.0,3978.0
235,DDD,M,South Region,Lower Than A Level,90-100%,0-35,0,90,N,Pass,123.0,0.0,82.0,TMA,123.0,20.0,2611.0
236,DDD,M,South Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,150.0,0.0,71.0,TMA,151.0,15.0,1443.0
237,EEE,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,244.0,0.0,70.0,Exam,128.2432009680228,100.0,1614.0
238,BBB,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,60.0,0.0,100.0,CMA,54.0,1.0,2732.0
239,BBB,F,Wales,HE Qualification,60-70%,35-55,0,60,N,Pass,52.0,0.0,68.0,TMA,54.0,10.0,588.0
240,FFF,M,Scotland,HE Qualification,30-40%,0-35,0,90,N,Pass,150.0,0.0,92.0,TMA,151.0,22.0,6170.0
241,BBB,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,165.0,0.0,87.0,TMA,159.0,18.0,1253.0
242,BBB,F,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,201.0,0.0,50.0,TMA,201.0,35.0,123.0
243,FFF,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,165.0,0.0,83.0,TMA,166.0,25.0,3327.0
244,CCC,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,139.0,0.0,90.0,CMA,137.0,8.0,4723.0
245,BBB,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,Fail,47.0,0.0,75.0,TMA,47.0,18.0,254.0
246,DDD,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,87.0,0.0,71.0,TMA,88.0,17.5,2050.0
247,BBB,F,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,119.0,0.0,60.0,CMA,117.0,1.0,406.0
248,FFF,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,84.0,0.0,99.0,CMA,227.0,0.0,3226.0
249,CCC,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,20.0,0.0,70.0,CMA,18.0,2.0,823.0
250,FFF,M,South East Region,HE Qualification,10-20,35-55,0,60,N,Pass,178.0,0.0,72.0,CMA,222.0,0.0,4506.0
251,DDD,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Pass,64.0,0.0,73.0,TMA,62.0,10.0,495.0
252,EEE,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,20.0,0.0,70.0,CMA,18.0,2.0,3055.0
253,FFF,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,52.0,0.0,82.0,TMA,52.0,12.5,3463.0
254,EEE,M,North Region,A Level or Equivalent,40-50%,0-35,0,150,N,Fail,34.0,0.0,74.0,TMA,33.0,16.0,520.0
255,FFF,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,65.0,0.0,100.0,CMA,236.0,0.0,5437.0
256,FFF,F,East Anglian Region,HE Qualification,80-90%,0-35,0,60,N,Pass,237.0,0.0,88.0,CMA,241.0,0.0,3739.0
257,EEE,M,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Pass,159.0,0.0,54.0,TMA,159.0,28.0,2470.0
258,FFF,M,Ireland,HE Qualification,90-100%,0-35,0,60,N,Pass,46.0,0.0,70.0,TMA,47.0,12.5,3565.0
259,BBB,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,120,N,Pass,133.0,0.0,100.0,CMA,131.0,1.0,480.0
260,FFF,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-8.0,0.0,96.0,CMA,222.0,0.0,1987.0
261,BBB,M,Ireland,Lower Than A Level,0-10%,0-35,1,180,Y,Pass,204.0,0.0,87.0,TMA,152.0,18.0,1157.0
262,GGG,F,South East Region,A Level or Equivalent,60-70%,0-35,0,240,Y,Pass,178.0,0.0,80.0,CMA,222.0,0.0,1418.0
263,BBB,M,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Fail,17.0,0.0,85.0,TMA,19.0,5.0,943.0
264,FFF,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,39.0,0.0,71.0,CMA,222.0,0.0,5079.0
265,GGG,F,South Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,210.0,0.0,80.0,CMA,222.0,0.0,1371.0
266,BBB,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,47.0,0.0,63.0,TMA,47.0,18.0,673.0
267,GGG,F,South Region,Lower Than A Level,70-80%,0-35,0,30,Y,Fail,128.0,0.0,100.0,CMA,229.0,0.0,2151.0
268,CCC,M,South Region,HE Qualification,80-90%,0-35,0,120,N,Pass,110.0,0.0,92.0,TMA,111.0,25.0,6745.0
269,BBB,M,South East Region,A Level or Equivalent,70-80%,35-55,1,180,N,Pass,95.0,0.0,80.0,CMA,89.0,1.0,3713.0
270,BBB,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,123.0,0.0,89.0,TMA,124.0,18.0,121.0
271,FFF,M,South West Region,Lower Than A Level,80-90%,0-35,0,60,Y,Pass,217.0,0.0,68.0,CMA,222.0,0.0,2495.0
272,FFF,M,South Region,Lower Than A Level,50-60%,35-55,0,120,N,Pass,167.0,0.0,52.0,CMA,236.0,0.0,4100.0
273,CCC,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,21.0,0.0,56.0,CMA,18.0,2.0,965.0
274,BBB,F,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass,60.0,0.0,100.0,CMA,54.0,1.0,675.0
275,FFF,F,Scotland,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,24.0,0.0,88.0,TMA,24.0,12.5,2356.0
276,FFF,M,North Western Region,No Formal quals,30-40%,0-35,0,60,N,Pass,102.0,0.0,88.0,CMA,227.0,0.0,5302.0
277,FFF,F,West Midlands Region,No Formal quals,10-20,0-35,1,120,N,Fail,111.0,0.0,56.0,CMA,222.0,0.0,2121.0
278,BBB,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,84.0,0.0,60.0,CMA,82.0,1.0,2799.0
279,BBB,F,South West Region,HE Qualification,20-30%,0-35,1,135,N,Pass,95.0,0.0,100.0,CMA,89.0,1.0,569.0
280,GGG,F,South East Region,Lower Than A Level,60-70%,0-35,0,30,Y,Pass,173.0,0.0,60.0,TMA,173.0,0.0,271.0
281,FFF,F,South East Region,HE Qualification,80-90%,35-55,0,90,N,Pass,194.0,0.0,87.0,CMA,236.0,0.0,3685.0
282,FFF,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass,19.0,0.0,74.0,TMA,19.0,12.5,3071.0
283,BBB,F,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass,13.0,0.0,100.0,TMA,19.0,0.0,1644.0
284,FFF,M,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,Pass,18.0,0.0,82.0,TMA,19.0,12.5,1146.0
285,GGG,F,London Region,A Level or Equivalent,30-40%,0-35,0,30,Y,Pass,214.0,0.0,20.0,CMA,222.0,0.0,329.0
286,BBB,F,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,208.0,0.0,58.0,TMA,208.0,18.0,242.0
287,FFF,M,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,224.0,0.0,42.0,CMA,222.0,0.0,1924.0
288,DDD,M,London Region,Lower Than A Level,40-50%,35-55,0,90,N,Pass,52.0,0.0,63.0,TMA,53.0,10.0,1692.0
289,AAA,M,Yorkshire Region,HE Qualification,70-80%,0-35,0,60,N,Pass,18.0,0.0,83.0,TMA,19.0,10.0,3527.0
290,CCC,F,London Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,209.0,0.0,78.0,CMA,207.0,8.0,9392.0
291,FFF,M,West Midlands Region,HE Qualification,80-90%,35-55,0,60,N,Pass,164.0,0.0,89.0,TMA,166.0,25.0,6288.0
292,DDD,F,Scotland,HE Qualification,70-80%,0-35,1,60,N,Pass,109.0,0.0,97.0,TMA,111.0,25.0,396.0
293,DDD,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,16.0,0.0,80.0,TMA,25.0,10.0,1370.0
294,BBB,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,1,60,N,Pass,133.0,0.0,100.0,CMA,131.0,1.0,323.0
295,BBB,F,Wales,HE Qualification,40-50%,35-55,0,60,N,Pass,102.0,0.0,100.0,CMA,96.0,1.0,2788.0
296,DDD,M,North Western Region,HE Qualification,80-90%,0-35,0,60,N,Pass,70.0,0.0,91.0,TMA,74.0,17.5,1323.0
297,FFF,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,220.0,0.0,91.0,CMA,236.0,0.0,5960.0
298,CCC,M,South West Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,219.0,0.0,100.0,CMA,214.0,8.0,2055.0
299,FFF,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Pass,133.0,0.0,77.0,CMA,241.0,0.0,2477.0
300,FFF,M,London Region,HE Qualification,50-60%,35-55,0,60,N,Pass,220.0,0.0,34.0,CMA,236.0,0.0,4017.0
301,GGG,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,76.0,0.0,100.0,CMA,222.0,0.0,546.0
302,DDD,M,West Midlands Region,Lower Than A Level,70-80%,35-55,0,90,N,Pass,237.0,0.0,96.0,Exam,261.0,100.0,3055.0
303,DDD,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,152.0,0.0,87.0,CMA,149.0,4.0,472.0
304,BBB,F,Wales,Lower Than A Level,60-70%,35-55,0,60,N,Pass,156.0,0.0,75.0,TMA,152.0,35.0,1590.0
305,EEE,M,West Midlands Region,HE Qualification,60-70%,35-55,0,30,N,Pass,66.0,0.0,80.0,TMA,68.0,28.0,3792.0
306,GGG,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,30,N,Pass,61.0,0.0,65.0,TMA,61.0,0.0,252.0
307,GGG,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,207.0,0.0,100.0,CMA,222.0,0.0,237.0
308,BBB,F,South West Region,No Formal quals,30-40%,0-35,0,90,N,Pass,168.0,0.0,80.0,CMA,166.0,1.0,10433.0
309,FFF,M,North Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,214.0,0.0,84.0,CMA,227.0,0.0,6271.0
310,FFF,M,South East Region,HE Qualification,20-30%,0-35,0,60,N,Pass,105.0,0.0,75.0,TMA,96.0,25.0,4739.0
311,FFF,M,Wales,A Level or Equivalent,80-90%,0-35,1,120,N,Pass,210.0,0.0,81.0,CMA,222.0,0.0,3617.0
312,CCC,F,Wales,HE Qualification,30-40%,0-35,0,90,N,Pass,30.0,0.0,98.0,TMA,32.0,9.0,7549.0
313,FFF,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,130.0,0.0,70.0,CMA,236.0,0.0,7024.0
314,DDD,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,117.0,0.0,63.0,CMA,114.0,4.0,1248.0
315,FFF,F,Scotland,HE Qualification,50-60%,0-35,0,90,N,Fail,46.0,0.0,76.0,TMA,47.0,12.5,1899.0
316,FFF,M,East Midlands Region,HE Qualification,60-70%,0-35,1,120,N,Pass,180.0,0.0,89.0,CMA,227.0,0.0,1109.0
317,BBB,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,10.0,0.0,64.0,TMA,12.0,5.0,2998.0
318,CCC,M,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,130.0,0.0,79.0,TMA,131.0,25.0,3017.0
319,GGG,F,South Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,60.0,0.0,75.0,TMA,61.0,0.0,1375.0
320,CCC,M,South West Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,150.0,0.0,88.0,TMA,152.0,28.0,3412.0
321,DDD,F,Wales,Lower Than A Level,40-50%,35-55,0,60,N,Pass,37.0,0.0,90.0,TMA,41.0,10.0,1576.0
322,GGG,F,West Midlands Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,227.0,0.0,80.0,CMA,229.0,0.0,902.0
323,EEE,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,155.0,0.0,93.0,TMA,151.0,22.0,6889.0
324,FFF,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,127.0,0.0,76.0,TMA,131.0,25.0,2654.0
325,DDD,F,South West Region,Lower Than A Level,40-50%,0-35,0,120,Y,Fail,193.0,0.0,55.0,TMA,195.0,25.0,1399.0
326,GGG,F,London Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,181.0,0.0,100.0,CMA,229.0,0.0,2228.0
327,CCC,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Fail,241.0,0.0,64.0,Exam,261.0,100.0,992.0
328,EEE,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,120.0,0.0,80.0,TMA,124.0,28.0,2402.0
329,EEE,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,30.0,0.0,71.0,TMA,33.0,16.0,1818.0
330,EEE,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,1,60,N,Pass,116.0,0.0,49.0,TMA,117.0,28.0,1898.0
331,FFF,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,28.0,0.0,90.0,CMA,236.0,0.0,8840.0
332,FFF,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,23.0,0.0,76.0,TMA,24.0,12.5,1474.0
333,BBB,F,Ireland,Lower Than A Level,60-70%,35-55,0,60,N,Pass,202.0,0.0,80.0,TMA,201.0,35.0,1290.0
334,DDD,M,South East Region,No Formal quals,20-30%,0-35,0,60,N,Pass,219.0,0.0,83.0,CMA,214.0,8.0,1808.0
335,BBB,F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,82.0,0.0,65.0,TMA,82.0,18.0,688.0
336,BBB,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,200.0,0.0,80.0,TMA,201.0,35.0,306.0
337,GGG,F,London Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass,188.0,0.0,70.0,TMA,173.0,0.0,2431.0
338,FFF,M,Yorkshire Region,No Formal quals,0-10%,0-35,0,60,N,Pass,230.0,0.0,83.0,CMA,241.0,0.0,3592.0
339,CCC,M,West Midlands Region,HE Qualification,60-70%,35-55,0,30,N,Pass,69.0,0.0,78.0,CMA,67.0,7.0,3792.0
340,BBB,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,192.0,0.0,15.0,TMA,194.0,18.0,738.0
341,FFF,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,170.0,0.0,75.0,TMA,171.0,25.0,1244.0
342,BBB,F,Scotland,Lower Than A Level,0-10%,35-55,0,70,N,Fail,95.0,0.0,100.0,CMA,89.0,1.0,408.0
343,DDD,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,109.0,0.0,84.0,TMA,111.0,25.0,2043.0
344,FFF,M,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,173.0,0.0,92.0,TMA,173.0,25.0,2822.0
345,GGG,F,North Western Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,166.0,0.0,80.0,TMA,166.0,0.0,1401.0
346,FFF,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,131.0,0.0,88.0,CMA,222.0,0.0,2371.0
347,FFF,F,London Region,HE Qualification,10-20,35-55,0,60,N,Fail,217.0,0.0,66.0,CMA,222.0,0.0,3733.0
348,CCC,M,London Region,A Level or Equivalent,10-20,0-35,0,150,N,Pass,21.0,0.0,100.0,CMA,18.0,2.0,3101.0
349,FFF,M,London Region,HE Qualification,10-20,35-55,1,60,N,Pass,52.0,0.0,68.0,TMA,52.0,12.5,4808.0
350,FFF,M,South East Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,174.0,0.0,78.0,CMA,222.0,0.0,5126.0
351,BBB,F,South Region,Lower Than A Level,70-80%,0-35,1,180,N,Pass,159.0,0.0,61.0,TMA,159.0,18.0,245.0
352,GGG,F,North Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,198.0,0.0,100.0,CMA,229.0,0.0,2020.0
353,FFF,M,South Region,HE Qualification,90-100%,0-35,1,180,N,Pass,223.0,0.0,90.0,CMA,222.0,0.0,1547.0
354,BBB,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,16.0,0.0,95.0,TMA,19.0,5.0,4689.0
355,FFF,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,197.0,0.0,98.0,TMA,199.0,25.0,4568.0
356,FFF,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,52.0,0.0,82.0,TMA,52.0,12.5,1838.0
357,FFF,M,South East Region,HE Qualification,40-50%,35-55,1,120,N,Pass,136.0,0.0,79.0,TMA,136.0,25.0,4932.0
358,EEE,F,South East Region,HE Qualification,40-50%,0-35,0,150,N,Pass,158.0,0.0,91.0,TMA,159.0,28.0,10794.0
359,BBB,F,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,49.0,0.0,100.0,CMA,47.0,1.0,192.0
360,DDD,F,South West Region,HE Qualification,40-50%,0-35,1,180,N,Fail,54.0,0.0,56.0,CMA,51.0,3.0,486.0
361,BBB,F,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,126.0,0.0,40.0,CMA,124.0,1.0,557.0
362,BBB,F,South West Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,186.0,0.0,85.0,TMA,187.0,18.0,487.0
363,BBB,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,102.0,0.0,100.0,CMA,96.0,1.0,379.0
364,BBB,F,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,49.0,0.0,100.0,CMA,47.0,1.0,296.0
365,CCC,M,North Western Region,HE Qualification,10-20,0-35,0,120,N,Pass,94.0,0.0,78.0,TMA,94.0,25.0,3572.0
366,DDD,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,51.0,0.0,71.0,TMA,53.0,12.5,2244.0
367,BBB,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,Y,Pass,19.0,0.0,62.0,TMA,19.0,5.0,626.0
368,GGG,F,South West Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,109.0,0.0,90.0,TMA,117.0,0.0,537.0
369,FFF,M,London Region,HE Qualification,10-20,0-35,0,90,N,Pass,242.0,0.0,54.0,CMA,241.0,0.0,5098.0
370,EEE,M,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,208.0,0.0,62.0,TMA,207.0,22.0,4900.0
371,FFF,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,230.0,0.0,48.0,Exam,128.2432009680228,100.0,4855.0
372,EEE,M,London Region,Lower Than A Level,80-90%,0-35,0,60,Y,Fail,117.0,0.0,61.0,TMA,117.0,28.0,1338.0
373,CCC,F,South Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,21.0,0.0,78.0,CMA,18.0,2.0,3103.0
374,BBB,F,South Region,Lower Than A Level,90-100%,35-55,1,180,N,Pass,60.0,0.0,100.0,CMA,54.0,1.0,186.0
375,FFF,M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,244.0,0.0,42.0,Exam,128.2432009680228,100.0,8456.0
376,GGG,F,Scotland,Lower Than A Level,80-90%,35-55,0,30,N,Pass,173.0,0.0,100.0,CMA,229.0,0.0,408.0
377,GGG,F,Scotland,HE Qualification,70-80%,35-55,0,30,N,Pass,200.0,0.0,100.0,CMA,229.0,0.0,8398.0
378,BBB,F,North Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,12.0,0.0,75.0,TMA,12.0,5.0,6763.0
379,BBB,F,North Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,164.0,0.0,80.0,CMA,159.0,1.0,434.0
380,FFF,M,South West Region,A Level or Equivalent,20-30%,0-35,0,150,N,Pass,142.0,0.0,81.0,CMA,236.0,0.0,1328.0
381,EEE,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,126.0,0.0,86.0,TMA,131.0,28.0,1605.0
382,DDD,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,115.0,0.0,34.0,TMA,116.0,15.0,1178.0
383,AAA,M,South East Region,HE Qualification,80-90%,35-55,0,60,N,Pass,116.0,0.0,82.0,TMA,117.0,20.0,2180.0
384,DDD,F,South Region,HE Qualification,90-100%,35-55,0,70,Y,Pass,173.0,0.0,83.0,CMA,170.0,3.0,19196.0
385,BBB,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,1,120,N,Pass,124.0,0.0,70.0,TMA,124.0,18.0,1934.0
386,DDD,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,70,N,Pass,230.0,0.0,49.0,Exam,240.0,100.0,2039.0
387,DDD,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass,116.0,0.0,68.0,TMA,116.0,20.0,2460.0
388,FFF,M,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,103.0,0.0,54.0,TMA,89.0,25.0,4083.0
389,FFF,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,52.0,0.0,30.0,TMA,52.0,12.5,1167.0
390,BBB,F,East Anglian Region,No Formal quals,30-40%,0-35,0,60,N,Pass,84.0,0.0,60.0,CMA,82.0,1.0,143.0
391,FFF,F,Scotland,A Level or Equivalent,10-20,0-35,1,90,N,Pass,19.0,0.0,62.0,TMA,19.0,12.5,5349.0
392,FFF,M,North Western Region,A Level or Equivalent,70-80%,35-55,0,90,N,Pass,19.0,0.0,88.0,TMA,19.0,12.5,6765.0
