n_student,code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_submitted,is_banked,score,assessment_type,date,weight,sum_click
197,BBB,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,120,N,Pass,210.0,0.0,40.0,CMA,208.0,1.0,897.0
198,FFF,F,North Region,HE Qualification,30-40%,55<=,0,60,N,Pass,158.0,0.0,40.0,TMA,158.0,22.0,10202.0
199,DDD,M,South West Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Pass,146.0,0.0,53.0,TMA,146.0,25.0,296.0
200,BBB,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,84.0,0.0,80.0,CMA,82.0,1.0,1565.0
201,FFF,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,Y,Pass,97.0,0.0,93.0,TMA,94.0,25.0,2844.0
202,BBB,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,108.0,0.0,52.0,TMA,117.0,18.0,605.0
203,FFF,M,South Region,HE Qualification,90-100%,35-55,0,120,N,Pass,98.0,0.0,92.0,CMA,236.0,0.0,5053.0
204,DDD,F,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,116.0,0.0,63.0,TMA,116.0,15.0,1565.0
205,FFF,M,North Western Region,HE Qualification,10-20,35-55,0,90,N,Pass,236.0,0.0,92.0,CMA,236.0,0.0,2361.0
206,DDD,F,North Region,Lower Than A Level,30-40%,0-35,0,150,N,Pass,245.0,0.0,44.0,Exam,128.2432009680228,100.0,771.0
207,BBB,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,206.0,0.0,68.0,TMA,208.0,18.0,1501.0
208,BBB,F,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,Pass,109.0,0.0,82.0,TMA,110.0,20.0,2052.0
209,BBB,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,95.0,0.0,60.0,CMA,89.0,1.0,577.0
210,DDD,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass,41.0,0.0,90.0,TMA,41.0,10.0,3482.0
211,FFF,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Pass,23.0,0.0,92.0,TMA,24.0,12.5,4096.0
212,BBB,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,47.0,0.0,79.0,TMA,40.0,18.0,1315.0
213,DDD,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,234.0,0.0,51.0,Exam,241.0,100.0,2004.0
214,DDD,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,41.0,0.0,70.0,TMA,41.0,10.0,1781.0
215,BBB,M,Scotland,A Level or Equivalent,80-90%,35-55,1,60,N,Pass,27.0,0.0,1.0,TMA,19.0,0.0,976.0
216,DDD,M,London Region,A Level or Equivalent,90-100%,0-35,1,120,N,Pass,25.0,0.0,87.0,CMA,23.0,2.0,668.0
217,FFF,M,North Region,HE Qualification,30-40%,0-35,0,150,N,Pass,243.0,0.0,83.0,CMA,241.0,0.0,3440.0
218,BBB,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,210.0,0.0,80.0,CMA,208.0,1.0,1731.0
219,CCC,M,North Region,Post Graduate Qualification,30-40%,35-55,0,60,N,Pass,52.0,0.0,86.0,TMA,53.0,12.5,5052.0
220,BBB,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,210.0,0.0,100.0,CMA,208.0,1.0,475.0
221,FFF,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,226.0,0.0,63.0,CMA,227.0,0.0,2911.0
222,FFF,M,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,Pass,24.0,0.0,74.0,TMA,24.0,12.5,3684.0
223,BBB,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,186.0,0.0,93.0,TMA,187.0,18.0,2774.0
224,FFF,F,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass,47.0,0.0,94.0,TMA,47.0,12.5,4288.0
225,EEE,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,131.0,0.0,65.0,TMA,131.0,28.0,1999.0
226,DDD,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,90,N,Pass,242.0,0.0,87.0,Exam,128.2432009680228,100.0,1215.0
227,DDD,F,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,12.0,0.0,75.0,TMA,20.0,5.0,4053.0
228,FFF,M,South Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,23.0,0.0,80.0,TMA,24.0,12.5,1815.0
229,GGG,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,30,N,Pass,115.0,0.0,100.0,CMA,229.0,0.0,1179.0
230,BBB,F,South West Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,210.0,0.0,60.0,CMA,208.0,1.0,1125.0
231,GGG,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,30,Y,Pass,222.0,0.0,100.0,CMA,229.0,0.0,696.0
232,CCC,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,Y,Pass,230.0,0.0,72.0,Exam,128.2432009680228,100.0,534.0
233,FFF,M,London Region,A Level or Equivalent,20-30%,0-35,3,90,N,Pass,31.0,0.0,87.0,CMA,236.0,0.0,2935.0
234,CCC,M,Wales,Lower Than A Level,70-80%,0-35,0,150,N,Pass,244.0,0.0,48.0,Exam,128.2432009680228,100.0,1961.0
235,FFF,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,236.0,0.0,84.0,CMA,241.0,0.0,1819.0
236,CCC,M,London Region,HE Qualification,90-100%,55<=,0,120,N,Pass,139.0,0.0,85.0,CMA,137.0,8.0,1075.0
237,FFF,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,224.0,0.0,83.0,CMA,227.0,0.0,1158.0
238,BBB,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,154.0,0.0,100.0,CMA,152.0,1.0,360.0
239,FFF,M,Ireland,Post Graduate Qualification,30-40%,0-35,1,90,N,Pass,226.0,0.0,75.0,CMA,241.0,0.0,4009.0
240,GGG,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,79.0,0.0,100.0,CMA,229.0,0.0,770.0
241,GGG,F,East Anglian Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass,192.0,0.0,100.0,CMA,229.0,0.0,347.0
242,FFF,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass,135.0,0.0,97.0,TMA,136.0,25.0,3315.0
243,GGG,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,206.0,0.0,80.0,CMA,229.0,0.0,1888.0
244,CCC,F,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,20.0,0.0,100.0,CMA,18.0,2.0,5925.0
245,BBB,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,Y,Pass,44.0,0.0,71.0,TMA,47.0,18.0,536.0
246,GGG,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,200.0,0.0,100.0,CMA,229.0,0.0,702.0
247,CCC,M,South West Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,87.0,0.0,93.0,TMA,88.0,17.5,2443.0
248,FFF,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Pass,32.0,0.0,72.0,TMA,32.0,9.0,2513.0
249,FFF,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,164.0,0.0,71.0,TMA,166.0,25.0,4366.0
250,FFF,M,London Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,220.0,0.0,68.0,CMA,222.0,0.0,4999.0
251,GGG,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,209.0,0.0,100.0,CMA,229.0,0.0,450.0
252,FFF,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,194.0,0.0,92.0,CMA,222.0,0.0,2421.0
253,BBB,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Pass,164.0,0.0,100.0,CMA,159.0,1.0,801.0
254,CCC,F,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass,230.0,0.0,88.0,Exam,128.2432009680228,100.0,2190.0
255,BBB,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,185.0,0.0,74.0,TMA,187.0,18.0,312.0
256,CCC,F,Scotland,A Level or Equivalent,50-60%,0-35,0,30,Y,Pass,32.0,0.0,84.0,TMA,32.0,9.0,2039.0
257,DDD,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Pass,117.0,0.0,72.0,CMA,114.0,4.0,1025.0
258,BBB,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,168.0,0.0,100.0,CMA,166.0,1.0,265.0
259,EEE,M,Scotland,HE Qualification,90-100%,0-35,0,90,N,Pass,158.0,0.0,85.0,TMA,159.0,28.0,9077.0
260,BBB,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,17.0,0.0,63.0,TMA,19.0,5.0,528.0
261,GGG,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,123.0,0.0,75.0,TMA,124.0,0.0,1324.0
262,DDD,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,81.0,0.0,97.0,CMA,79.0,3.0,2354.0
263,FFF,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Pass,224.0,0.0,87.0,CMA,236.0,0.0,3517.0
264,DDD,M,North Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,117.0,0.0,43.0,CMA,114.0,4.0,2607.0
265,FFF,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Pass,66.0,0.0,78.0,CMA,241.0,0.0,3404.0
266,BBB,F,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,Pass,19.0,0.0,85.0,TMA,19.0,5.0,770.0
267,DDD,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,242.0,0.0,47.0,Exam,128.2432009680228,100.0,485.0
268,DDD,M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,25.0,0.0,59.0,TMA,25.0,10.0,425.0
269,EEE,M,South East Region,HE Qualification,70-80%,0-35,0,30,N,Pass,67.0,0.0,93.0,TMA,68.0,28.0,2135.0
270,EEE,M,East Anglian Region,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass,67.0,0.0,99.0,TMA,68.0,28.0,4624.0
271,DDD,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass,244.0,0.0,48.0,Exam,128.2432009680228,100.0,3482.0
272,FFF,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,213.0,0.0,82.0,CMA,222.0,0.0,4630.0
273,BBB,F,South West Region,Lower Than A Level,60-70%,35-55,0,60,Y,Pass,121.0,0.0,80.0,CMA,222.0,0.0,12461.0
274,FFF,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,17.0,0.0,92.0,TMA,24.0,12.5,1490.0
275,DDD,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,155.0,0.0,73.0,TMA,158.0,20.0,1370.0
276,BBB,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,130.0,0.0,87.0,TMA,131.0,18.0,571.0
277,EEE,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,31.0,0.0,92.0,TMA,33.0,16.0,798.0
278,CCC,M,Scotland,HE Qualification,90-100%,55<=,0,30,N,Pass,147.0,0.0,100.0,CMA,144.0,8.0,7717.0
279,DDD,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,81.0,0.0,67.0,CMA,79.0,3.0,2406.0
280,EEE,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,66.0,0.0,90.0,TMA,68.0,28.0,3746.0
281,BBB,M,South Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,201.0,0.0,95.0,TMA,201.0,35.0,1853.0
282,FFF,F,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,Pass,224.0,0.0,89.0,CMA,222.0,0.0,4920.0
283,FFF,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,170.0,0.0,74.0,TMA,171.0,25.0,4015.0
284,BBB,F,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,Pass,56.0,0.0,100.0,CMA,54.0,1.0,263.0
285,CCC,M,South West Region,HE Qualification,30-40%,0-35,0,30,N,Pass,25.0,0.0,96.0,TMA,32.0,9.0,2673.0
286,FFF,F,London Region,Lower Than A Level,30-40%,0-35,0,180,N,Pass,214.0,0.0,94.0,CMA,241.0,0.0,6330.0
287,BBB,M,Ireland,Lower Than A Level,90-100%,0-35,0,60,N,Pass,114.0,0.0,70.0,TMA,117.0,18.0,306.0
288,BBB,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,88.0,0.0,84.0,TMA,82.0,18.0,358.0
289,BBB,F,South West Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,170.0,0.0,54.0,TMA,166.0,18.0,176.0
290,CCC,M,Scotland,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,244.0,0.0,44.0,Exam,128.2432009680228,100.0,2479.0
291,GGG,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass,173.0,0.0,70.0,TMA,173.0,0.0,735.0
292,EEE,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,166.0,0.0,93.0,TMA,166.0,28.0,1940.0
293,DDD,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,198.0,0.0,78.0,TMA,200.0,20.0,1707.0
294,DDD,M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,244.0,0.0,80.0,Exam,128.2432009680228,100.0,4051.0
295,CCC,M,Yorkshire Region,No Formal quals,30-40%,0-35,0,90,N,Pass,69.0,0.0,100.0,CMA,67.0,7.0,10335.0
296,FFF,M,Ireland,Lower Than A Level,30-40%,0-35,0,90,N,Pass,127.0,0.0,61.0,TMA,129.0,25.0,3519.0
297,FFF,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,150,N,Pass,70.0,0.0,84.0,CMA,236.0,0.0,3198.0
298,DDD,M,East Anglian Region,Lower Than A Level,30-40%,0-35,2,60,N,Pass,107.0,0.0,82.0,TMA,88.0,17.5,1553.0
299,CCC,M,South West Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,219.0,0.0,79.0,CMA,214.0,8.0,2621.0
300,BBB,M,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,210.0,0.0,80.0,CMA,208.0,1.0,516.0
301,FFF,M,Ireland,HE Qualification,30-40%,35-55,0,150,N,Pass,150.0,0.0,82.0,CMA,222.0,0.0,3679.0
302,DDD,M,South East Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,51.0,0.0,98.0,TMA,53.0,12.5,19673.0
303,CCC,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,69.0,0.0,94.0,CMA,67.0,7.0,456.0
304,AAA,F,London Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,17.0,0.0,54.0,TMA,19.0,10.0,270.0
305,GGG,F,North Western Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,83.0,0.0,80.0,CMA,222.0,0.0,299.0
306,DDD,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,206.0,0.0,90.0,TMA,207.0,20.0,1984.0
307,BBB,F,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,96.0,0.0,78.0,TMA,96.0,18.0,2955.0
308,FFF,F,Scotland,Lower Than A Level,10-20,0-35,0,60,Y,Pass,168.0,0.0,70.0,CMA,241.0,0.0,4607.0
309,DDD,M,Scotland,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,24.0,0.0,78.0,TMA,25.0,10.0,1268.0
310,FFF,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,215.0,0.0,90.0,CMA,241.0,0.0,4576.0
311,BBB,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,169.0,0.0,99.0,TMA,187.0,18.0,5460.0
312,CCC,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,244.0,0.0,86.0,Exam,128.2432009680228,100.0,8552.0
313,BBB,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,189.0,0.0,80.0,CMA,187.0,1.0,1175.0
314,CCC,F,Ireland,HE Qualification,30-40%,0-35,0,120,N,Pass,69.0,0.0,39.0,CMA,67.0,7.0,2099.0
315,DDD,M,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,17.0,0.0,80.0,TMA,25.0,7.5,2191.0
316,BBB,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,210.0,0.0,100.0,CMA,208.0,1.0,768.0
317,BBB,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,151.0,0.0,78.0,TMA,131.0,18.0,436.0
318,DDD,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,25.0,0.0,60.0,CMA,23.0,2.0,2803.0
319,GGG,F,North Region,A Level or Equivalent,10-20,35-55,0,30,N,Pass,207.0,0.0,100.0,CMA,229.0,0.0,469.0
320,FFF,M,South Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,47.0,0.0,84.0,TMA,47.0,12.5,3015.0
321,FFF,M,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,52.0,0.0,34.0,TMA,52.0,12.5,1601.0
322,DDD,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,100.0,0.0,88.0,TMA,109.0,22.0,3106.0
323,FFF,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,213.0,0.0,88.0,CMA,227.0,0.0,4515.0
324,BBB,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,9.0,0.0,100.0,TMA,19.0,0.0,3088.0
325,BBB,F,South Region,Lower Than A Level,70-80%,0-35,1,180,N,Pass,189.0,0.0,60.0,CMA,187.0,1.0,245.0
326,FFF,M,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,174.0,0.0,92.0,CMA,222.0,0.0,2367.0
327,FFF,M,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,51.0,0.0,92.0,TMA,52.0,12.5,3285.0
328,DDD,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,5,60,N,Pass,54.0,0.0,94.0,CMA,51.0,3.0,2370.0
329,BBB,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,123.0,0.0,83.0,TMA,124.0,18.0,1424.0
330,DDD,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,173.0,0.0,86.0,CMA,170.0,3.0,1327.0
331,FFF,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,129.0,0.0,81.0,TMA,136.0,25.0,3676.0
332,FFF,M,Yorkshire Region,No Formal quals,0-10%,0-35,0,60,N,Pass,168.0,0.0,83.0,CMA,241.0,0.0,3592.0
333,BBB,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,17.0,0.0,68.0,TMA,19.0,5.0,558.0
334,FFF,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,209.0,0.0,76.0,CMA,222.0,0.0,3947.0
335,BBB,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,160.0,0.0,62.0,TMA,152.0,18.0,290.0
336,DDD,M,Scotland,HE Qualification,90-100%,35-55,0,60,Y,Pass,54.0,0.0,94.0,CMA,51.0,3.0,1435.0
337,DDD,M,North Region,A Level or Equivalent,10-20,0-35,1,60,N,Pass,61.0,0.0,75.0,TMA,62.0,10.0,783.0
338,GGG,F,South West Region,HE Qualification,30-40%,0-35,0,30,N,Pass,207.0,0.0,100.0,CMA,229.0,0.0,1967.0
339,DDD,F,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,53.0,0.0,85.0,TMA,53.0,12.5,4284.0
340,BBB,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,17.0,0.0,100.0,TMA,19.0,0.0,2239.0
341,FFF,M,South Region,A Level or Equivalent,90-100%,35-55,0,90,N,Pass,136.0,0.0,86.0,CMA,241.0,0.0,8460.0
342,GGG,M,Yorkshire Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,97.0,0.0,100.0,CMA,229.0,0.0,782.0
343,FFF,M,Wales,Lower Than A Level,10-20,35-55,0,60,N,Pass,18.0,0.0,85.0,CMA,227.0,0.0,2988.0
344,DDD,F,Ireland,A Level or Equivalent,30-40%,0-35,1,90,N,Pass,88.0,0.0,90.0,TMA,88.0,17.5,2393.0
345,BBB,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Pass,126.0,0.0,100.0,CMA,124.0,1.0,801.0
346,CCC,F,Ireland,HE Qualification,30-40%,0-35,0,120,N,Pass,238.0,0.0,65.0,CMA,236.0,0.0,2099.0
347,DDD,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,237.0,0.0,69.0,Exam,261.0,100.0,2189.0
348,DDD,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,40.0,0.0,80.0,TMA,41.0,10.0,1537.0
349,EEE,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,67.0,0.0,93.0,TMA,68.0,28.0,2315.0
350,BBB,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,94.0,0.0,75.0,TMA,96.0,18.0,434.0
351,EEE,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,145.0,0.0,58.0,TMA,124.0,28.0,1879.0
352,FFF,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,131.0,0.0,40.0,TMA,131.0,25.0,1990.0
353,FFF,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Pass,5.0,0.0,92.0,CMA,227.0,0.0,3852.0
354,CCC,M,East Midlands Region,HE Qualification,70-80%,35-55,0,30,N,Pass,21.0,0.0,100.0,CMA,18.0,2.0,1646.0
355,FFF,M,Scotland,HE Qualification,30-40%,0-35,2,60,Y,Pass,200.0,0.0,81.0,CMA,241.0,0.0,3070.0
356,BBB,F,Wales,Lower Than A Level,0-10%,0-35,0,120,N,Pass,126.0,0.0,60.0,CMA,124.0,1.0,493.0
357,CCC,M,South Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,82.0,0.0,91.0,TMA,87.0,25.0,5204.0
358,CCC,F,East Anglian Region,HE Qualification,60-70%,35-55,0,30,N,Pass,230.0,0.0,58.0,Exam,128.2432009680228,100.0,3177.0
359,DDD,M,South West Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,179.0,0.0,12.0,TMA,165.0,20.0,425.0
360,GGG,M,South East Region,A Level or Equivalent,90-100%,35-55,0,30,N,Pass,112.0,0.0,58.0,TMA,117.0,0.0,1077.0
361,BBB,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,189.0,0.0,60.0,CMA,187.0,1.0,388.0
362,DDD,M,South Region,Lower Than A Level,80-90%,35-55,0,60,Y,Pass,25.0,0.0,90.0,CMA,23.0,2.0,2792.0
363,DDD,F,Wales,HE Qualification,10-20,0-35,0,120,N,Pass,115.0,0.0,60.0,TMA,116.0,20.0,1287.0
364,FFF,M,London Region,Lower Than A Level,60-70%,0-35,0,90,N,Pass,171.0,0.0,84.0,TMA,171.0,25.0,2207.0
365,CCC,M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,20.0,0.0,70.0,CMA,18.0,2.0,2521.0
366,DDD,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,77.0,0.0,90.0,TMA,81.0,12.5,2152.0
367,EEE,M,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,67.0,0.0,90.0,TMA,68.0,28.0,9549.0
368,BBB,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,95.0,0.0,85.0,TMA,96.0,18.0,444.0
369,FFF,M,North Region,Lower Than A Level,30-40%,0-35,1,60,N,Pass,119.0,0.0,96.0,TMA,109.0,22.0,4272.0
370,BBB,F,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,151.0,0.0,74.0,TMA,152.0,35.0,1916.0
371,BBB,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Pass,200.0,0.0,65.0,TMA,201.0,35.0,1037.0
372,DDD,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,209.0,0.0,61.0,CMA,206.0,6.0,2881.0
373,BBB,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,12.0,0.0,76.0,TMA,12.0,5.0,1337.0
374,FFF,M,East Anglian Region,HE Qualification,50-60%,35-55,0,60,N,Pass,206.0,0.0,66.0,TMA,207.0,22.0,7576.0
375,DDD,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,17.0,0.0,65.0,TMA,20.0,5.0,867.0
376,BBB,F,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,60.0,0.0,57.0,TMA,54.0,10.0,438.0
377,GGG,F,South East Region,Lower Than A Level,40-50%,35-55,0,30,Y,Pass,215.0,0.0,100.0,CMA,222.0,0.0,1697.0
378,DDD,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,237.0,0.0,82.0,Exam,261.0,100.0,1073.0
379,FFF,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,87.0,0.0,84.0,TMA,87.0,25.0,1986.0
380,DDD,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,73.0,0.0,91.0,TMA,74.0,17.5,2311.0
381,FFF,M,South East Region,HE Qualification,10-20,0-35,0,60,N,Pass,135.0,0.0,82.0,TMA,136.0,25.0,4020.0
382,CCC,M,South Region,Lower Than A Level,40-50%,0-35,0,180,N,Pass,20.0,0.0,100.0,CMA,18.0,2.0,4052.0
383,DDD,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,219.0,0.0,98.0,CMA,214.0,8.0,4227.0
384,CCC,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,230.0,0.0,74.0,Exam,128.2432009680228,100.0,1566.0
385,AAA,M,North Region,Lower Than A Level,60-70%,0-35,1,120,N,Pass,172.0,0.0,71.0,TMA,166.0,20.0,1718.0
386,BBB,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,126.0,0.0,60.0,CMA,124.0,1.0,1511.0
387,DDD,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,131.0,0.0,58.0,TMA,123.0,20.0,1273.0
388,BBB,F,Ireland,Lower Than A Level,10-20,0-35,3,120,N,Pass,130.0,0.0,72.0,TMA,117.0,18.0,594.0
389,FFF,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,200.0,0.0,66.0,CMA,241.0,0.0,2824.0
390,CCC,M,South West Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,219.0,0.0,100.0,CMA,214.0,8.0,1483.0
391,FFF,M,North Western Region,No Formal quals,30-40%,0-35,0,60,N,Pass,28.0,0.0,87.0,CMA,227.0,0.0,5302.0
392,GGG,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,220.0,0.0,40.0,CMA,229.0,0.0,817.0
