n_student,code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_submitted,is_banked,score,assessment_type,date,weight,sum_click
227,FFF,M,Ireland,A Level or Equivalent,50-60%,55<=,2,30,N,161,0.0,85.0,CMA,73,28.0,1600
228,CCC,M,Scotland,HE Qualification,50-60%,35-55,1,90,N,254,1.0,70.0,TMA,24,50.0,4402
229,AAA,F,East Anglian Region,A Level or Equivalent,30-40%,55<=,2,120,N,253,0.0,56.0,CMA,100,50.0,3799
230,BBB,F,North Region,Lower Than A Level,30-40%,35-55,3,60,N,8,0.0,72.0,CMA,175,12.5,618
231,CCC,M,West Midlands Region,HE Qualification,60-70%,0-35,2,30,N,138,0.0,58.0,TMA,116,0.0,1132
232,FFF,M,Wales,No Formal quals,0-10%,55<=,0,90,N,9,0.0,55.0,CMA,165,50.0,5491
233,BBB,M,North Western Region,No Formal quals,90-100%,0-35,2,90,N,213,0.0,48.0,Exam,40,25.0,5795
234,DDD,F,South East Region,Post Graduate Qualification,50-60%,55<=,1,120,N,47,0.0,39.0,TMA,119,0.0,7633
235,FFF,M,London Region,A Level or Equivalent,20-30%,0-35,2,120,N,110,1.0,59.0,TMA,96,0.0,1487
236,CCC,M,East Midlands Region,HE Qualification,40-50%,55<=,2,120,N,152,1.0,67.0,CMA,144,50.0,7848
237,EEE,F,West Midlands Region,Post Graduate Qualification,20-30%,0-35,0,30,Y,122,0.0,64.0,CMA,215,25.0,5009
238,GGG,F,East Midlands Region,HE Qualification,80-90%,0-35,2,30,N,101,0.0,59.0,TMA,228,12.5,9749
239,AAA,M,South West Region,A Level or Equivalent,20-30%,55<=,2,120,Y,240,0.0,51.0,Exam,129,50.0,2113
240,CCC,F,Wales,No Formal quals,80-90%,0-35,3,60,N,190,1.0,74.0,CMA,136,25.0,1044
241,BBB,F,South West Region,Lower Than A Level,10-20,0-35,3,90,N,216,1.0,45.0,CMA,116,0.0,2431
242,FFF,M,South Region,No Formal quals,40-50%,0-35,1,90,Y,50,0.0,77.0,Exam,93,25.0,7979
243,GGG,F,South West Region,Post Graduate Qualification,20-30%,55<=,3,30,N,80,0.0,50.0,Exam,167,0.0,1582
244,FFF,M,South Region,Lower Than A Level,10-20,55<=,3,90,Y,87,0.0,54.0,TMA,202,50.0,1308
245,BBB,F,South East Region,Post Graduate Qualification,70-80%,0-35,3,60,Y,193,0.0,43.0,Exam,148,50.0,4917
246,FFF,M,South Region,A Level or Equivalent,90-100%,0-35,3,90,Y,103,0.0,57.0,TMA,182,28.0,8793
247,EEE,M,West Midlands Region,Lower Than A Level,10-20,55<=,0,30,N,95,0.0,80.0,Exam,151,28.0,1620
248,GGG,M,East Midlands Region,Post Graduate Qualification,90-100%,55<=,3,30,N,197,0.0,73.0,CMA,73,28.0,7503
249,GGG,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,0,0.0,80.0,TMA,41,50.0,4766
250,BBB,M,East Anglian Region,No Formal quals,0-10%,0-35,0,60,Y,166,0.0,73.0,TMA,211,12.5,5362
251,AAA,F,South West Region,A Level or Equivalent,10-20,0-35,3,90,Y,125,1.0,48.0,TMA,100,50.0,5192
252,EEE,M,North Western Region,HE Qualification,40-50%,35-55,2,90,N,80,0.0,60.0,Exam,44,25.0,6622
253,CCC,M,East Anglian Region,A Level or Equivalent,20-30%,55<=,0,30,N,250,0.0,53.0,CMA,81,50.0,6093
254,FFF,F,Wales,A Level or Equivalent,50-60%,35-55,2,60,N,168,0.0,85.0,TMA,16,50.0,6704
255,DDD,M,South Region,HE Qualification,30-40%,55<=,2,60,N,72,0.0,47.0,TMA,72,0.0,100
256,FFF,M,East Midlands Region,Post Graduate Qualification,10-20,55<=,3,60,N,140,0.0,78.0,TMA,13,0.0,6657
257,FFF,F,Scotland,Post Graduate Qualification,40-50%,55<=,1,90,Y,69,0.0,78.0,TMA,156,0.0,5875
258,CCC,M,North Region,A Level or Equivalent,70-80%,55<=,3,60,Y,261,0.0,92.0,CMA,222,50.0,4271
259,FFF,M,West Midlands Region,HE Qualification,50-60%,55<=,1,30,Y,244,0.0,59.0,Exam,131,12.5,237
260,EEE,M,London Region,HE Qualification,70-80%,55<=,1,30,N,2,0.0,76.0,CMA,46,25.0,7226
261,EEE,M,Yorkshire Region,No Formal quals,20-30%,55<=,3,90,Y,62,0.0,99.0,TMA,106,25.0,8032
262,GGG,F,West Midlands Region,Post Graduate Qualification,30-40%,35-55,3,120,Y,48,0.0,56.0,CMA,107,12.5,5218
263,BBB,F,South East Region,Lower Than A Level,10-20,0-35,1,90,Y,75,0.0,42.0,TMA,264,12.5,4025
264,AAA,M,Scotland,Post Graduate Qualification,10-20,0-35,3,120,Y,174,0.0,37.0,Exam,204,25.0,6073
265,DDD,F,North Western Region,Post Graduate Qualification,0-10%,35-55,1,60,Y,108,0.0,76.0,Exam,78,28.0,2542
266,FFF,M,North Region,No Formal quals,0-10%,35-55,2,90,N,182,0.0,37.0,Exam,154,0.0,1537
267,FFF,F,Scotland,Lower Than A Level,20-30%,35-55,3,30,Y,191,0.0,59.0,TMA,246,0.0,754
268,CCC,M,South West Region,No Formal quals,20-30%,35-55,2,60,N,64,0.0,72.0,CMA,18,25.0,7396
269,BBB,M,South Region,Lower Than A Level,30-40%,55<=,0,30,N,99,0.0,68.0,Exam,25,12.5,7823
270,EEE,M,London Region,A Level or Equivalent,0-10%,0-35,2,60,N,31,0.0,71.0,TMA,216,28.0,5507
271,DDD,M,Ireland,Lower Than A Level,40-50%,55<=,2,90,N,127,0.0,68.0,TMA,153,25.0,4235
272,GGG,M,South Region,No Formal quals,40-50%,0-35,1,120,N,42,0.0,84.0,CMA,153,0.0,540
273,EEE,M,Ireland,Post Graduate Qualification,30-40%,0-35,2,60,Y,77,1.0,51.0,Exam,173,50.0,5510
274,BBB,F,East Anglian Region,Lower Than A Level,40-50%,35-55,3,120,Y,269,0.0,55.0,TMA,91,12.5,8461
275,AAA,M,North Region,Lower Than A Level,80-90%,55<=,1,60,N,161,0.0,53.0,CMA,180,50.0,7926
276,GGG,F,East Midlands Region,HE Qualification,90-100%,35-55,0,30,N,188,0.0,77.0,Exam,130,25.0,5131
277,AAA,M,Yorkshire Region,Post Graduate Qualification,30-40%,55<=,3,30,N,246,0.0,79.0,CMA,75,0.0,8697
278,CCC,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,Y,215,0.0,72.0,CMA,176,28.0,1129
279,CCC,F,South Region,No Formal quals,60-70%,35-55,2,120,N,167,0.0,83.0,TMA,183,50.0,3145
280,FFF,F,London Region,A Level or Equivalent,50-60%,35-55,3,90,Y,192,1.0,47.0,TMA,130,28.0,8553
281,AAA,M,South East Region,Post Graduate Qualification,50-60%,0-35,3,90,N,12,0.0,90.0,TMA,48,0.0,3720
282,BBB,M,South East Region,Lower Than A Level,80-90%,0-35,0,30,Y,239,0.0,88.0,CMA,54,50.0,9648
283,DDD,F,Scotland,Lower Than A Level,0-10%,0-35,3,90,N,146,0.0,76.0,TMA,153,28.0,4067
284,GGG,M,London Region,Post Graduate Qualification,20-30%,35-55,3,30,Y,203,0.0,92.0,CMA,199,28.0,4195
285,EEE,F,North Region,Lower Than A Level,20-30%,55<=,3,90,N,79,0.0,40.0,CMA,117,50.0,9873
286,BBB,M,East Anglian Region,Lower Than A Level,70-80%,35-55,2,60,Y,42,0.0,57.0,TMA,262,0.0,9244
287,BBB,F,Ireland,Lower Than A Level,80-90%,55<=,0,30,Y,88,0.0,54.0,Exam,45,28.0,7281
288,CCC,F,Scotland,No Formal quals,30-40%,35-55,3,30,Y,147,0.0,76.0,Exam,188,25.0,2509
289,AAA,M,South East Region,No Formal quals,80-90%,35-55,1,60,Y,94,0.0,49.0,Exam,128,50.0,5016
290,FFF,F,Wales,HE Qualification,80-90%,0-35,1,30,Y,150,0.0,76.0,CMA,48,12.5,6533
291,FFF,M,Wales,A Level or Equivalent,80-90%,55<=,1,90,Y,1,0.0,86.0,CMA,24,12.5,4727
292,GGG,F,South Region,Post Graduate Qualification,50-60%,35-55,1,90,Y,21,0.0,75.0,CMA,265,0.0,681
293,CCC,F,North Region,Post Graduate Qualification,80-90%,35-55,2,30,N,6,0.0,69.0,TMA,117,25.0,3932
294,BBB,M,East Midlands Region,Post Graduate Qualification,90-100%,0-35,3,90,N,205,0.0,50.0,CMA,143,28.0,5560
295,DDD,M,South East Region,HE Qualification,20-30%,0-35,0,120,N,113,0.0,52.0,TMA,199,12.5,4016
296,CCC,M,North Western Region,No Formal quals,70-80%,55<=,3,30,N,82,0.0,84.0,TMA,156,0.0,7339
297,GGG,F,North Region,HE Qualification,90-100%,35-55,2,60,N,178,0.0,77.0,Exam,133,25.0,719
298,GGG,M,East Anglian Region,Post Graduate Qualification,70-80%,55<=,1,120,Y,209,0.0,64.0,Exam,147,25.0,74
299,CCC,F,Ireland,A Level or Equivalent,60-70%,35-55,2,30,Y,123,1.0,59.0,Exam,70,0.0,9485
300,GGG,F,London Region,Lower Than A Level,70-80%,55<=,3,60,Y,112,0.0,35.0,TMA,232,0.0,4157
301,CCC,M,South East Region,No Formal quals,20-30%,0-35,0,90,Y,11,0.0,49.0,TMA,153,28.0,8511
302,EEE,M,Wales,No Formal quals,20-30%,35-55,2,60,Y,125,0.0,94.0,TMA,89,0.0,2149
303,CCC,F,London Region,HE Qualification,80-90%,55<=,0,120,N,52,1.0,46.0,CMA,198,28.0,9644
304,AAA,F,London Region,No Formal quals,10-20,0-35,2,90,N,139,0.0,68.0,TMA,160,28.0,9747
305,CCC,M,London Region,Post Graduate Qualification,60-70%,0-35,0,30,N,96,0.0,80.0,Exam,25,50.0,6713
306,GGG,M,Wales,Post Graduate Qualification,30-40%,55<=,0,90,N,4,0.0,46.0,Exam,120,25.0,4207
307,AAA,M,East Anglian Region,HE Qualification,40-50%,35-55,1,30,Y,56,0.0,68.0,TMA,211,25.0,7141
308,GGG,M,West Midlands Region,Post Graduate Qualification,70-80%,35-55,0,30,Y,68,0.0,79.0,TMA,62,25.0,8652
309,FFF,M,South West Region,A Level or Equivalent,10-20,0-35,1,60,Y,117,1.0,65.0,Exam,67,50.0,9078
310,FFF,F,Ireland,HE Qualification,80-90%,35-55,3,60,N,58,0.0,100.0,TMA,252,28.0,3936
311,AAA,F,North Western Region,A Level or Equivalent,50-60%,35-55,3,60,Y,32,0.0,40.0,Exam,1,28.0,9307
312,EEE,F,West Midlands Region,Lower Than A Level,30-40%,35-55,1,120,N,49,1.0,81.0,CMA,107,0.0,1075
313,FFF,F,Ireland,A Level or Equivalent,0-10%,0-35,1,120,Y,18,0.0,62.0,Exam,48,50.0,3876
314,CCC,M,Scotland,Lower Than A Level,10-20,55<=,2,60,Y,213,0.0,77.0,CMA,139,0.0,4615
315,GGG,M,North Region,Lower Than A Level,50-60%,35-55,2,120,N,196,0.0,72.0,TMA,217,50.0,7265
316,FFF,M,North Region,A Level or Equivalent,60-70%,0-35,2,90,Y,46,0.0,54.0,TMA,43,0.0,6379
317,FFF,F,Yorkshire Region,HE Qualification,80-90%,0-35,3,90,Y,166,0.0,68.0,CMA,268,12.5,9118
318,EEE,F,North Region,Post Graduate Qualification,30-40%,55<=,2,120,N,140,0.0,37.0,TMA,77,25.0,4652
319,AAA,M,Wales,Post Graduate Qualification,30-40%,35-55,0,120,Y,83,0.0,74.0,CMA,215,25.0,6792
320,AAA,M,North Western Region,Lower Than A Level,30-40%,35-55,0,90,N,181,0.0,69.0,TMA,97,28.0,9247
321,BBB,F,East Midlands Region,Lower Than A Level,60-70%,55<=,2,30,Y,78,0.0,75.0,Exam,235,12.5,7456
322,EEE,F,South Region,HE Qualification,70-80%,55<=,0,90,Y,214,0.0,81.0,TMA,148,25.0,4674
323,CCC,M,Yorkshire Region,No Formal quals,0-10%,0-35,3,90,Y,13,1.0,71.0,Exam,65,28.0,541
324,AAA,M,South Region,A Level or Equivalent,60-70%,0-35,0,120,Y,214,0.0,67.0,Exam,233,12.5,2161
325,GGG,F,Ireland,Lower Than A Level,40-50%,55<=,3,90,Y,127,1.0,52.0,CMA,86,25.0,2251
326,EEE,M,South Region,Post Graduate Qualification,0-10%,35-55,1,120,Y,247,0.0,54.0,TMA,78,0.0,9244
327,FFF,M,South Region,HE Qualification,20-30%,0-35,1,120,Y,28,0.0,83.0,CMA,204,50.0,4569
328,GGG,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,1,60,Y,201,0.0,87.0,TMA,253,12.5,2744
329,GGG,F,Scotland,HE Qualification,60-70%,35-55,1,90,N,56,0.0,61.0,Exam,129,28.0,6041
330,FFF,F,London Region,A Level or Equivalent,50-60%,0-35,0,30,N,217,0.0,66.0,Exam,83,12.5,4675
331,EEE,F,North Region,A Level or Equivalent,0-10%,35-55,2,60,Y,61,0.0,51.0,TMA,186,28.0,1560
332,FFF,F,North Region,Lower Than A Level,40-50%,35-55,0,120,Y,156,0.0,83.0,TMA,45,12.5,1164
333,BBB,F,Wales,HE Qualification,20-30%,35-55,3,120,N,201,0.0,75.0,CMA,182,28.0,5419
334,GGG,F,Yorkshire Region,HE Qualification,70-80%,55<=,0,30,Y,16,0.0,94.0,TMA,267,25.0,2722
335,DDD,F,Wales,Post Graduate Qualification,50-60%,55<=,0,120,Y,5,0.0,52.0,TMA,99,0.0,470
336,DDD,M,East Midlands Region,Post Graduate Qualification,0-10%,55<=,3,90,N,57,0.0,59.0,TMA,77,25.0,9608
337,CCC,M,East Midlands Region,Lower Than A Level,80-90%,35-55,1,60,Y,168,0.0,68.0,CMA,161,0.0,1468
338,AAA,M,Wales,Lower Than A Level,50-60%,35-55,1,120,Y,81,0.0,75.0,TMA,43,25.0,7925
339,FFF,M,Yorkshire Region,No Formal quals,20-30%,55<=,1,120,N,218,0.0,62.0,Exam,237,25.0,808
340,FFF,M,Wales,Post Graduate Qualification,50-60%,0-35,2,30,Y,176,0.0,52.0,CMA,133,12.5,8363
341,CCC,M,North Region,A Level or Equivalent,90-100%,35-55,3,90,Y,203,0.0,78.0,CMA,191,50.0,6719
342,CCC,M,West Midlands Region,HE Qualification,10-20,0-35,3,120,N,70,0.0,76.0,Exam,17,28.0,5073
343,CCC,F,South West Region,Lower Than A Level,70-80%,0-35,0,30,Y,265,0.0,51.0,Exam,11,28.0,8012
344,GGG,F,North Western Region,HE Qualification,20-30%,35-55,2,120,N,97,0.0,85.0,Exam,179,28.0,1645
345,BBB,M,South Region,HE Qualification,50-60%,35-55,1,30,Y,207,0.0,83.0,TMA,122,0.0,8249
346,FFF,M,South West Region,No Formal quals,10-20,0-35,2,30,Y,1,0.0,67.0,Exam,245,28.0,1129
347,GGG,F,Yorkshire Region,Post Graduate Qualification,10-20,0-35,3,90,N,123,0.0,66.0,TMA,221,28.0,1353
348,CCC,M,East Anglian Region,Lower Than A Level,50-60%,55<=,3,120,N,73,0.0,73.0,CMA,50,12.5,767
349,FFF,M,South West Region,HE Qualification,80-90%,55<=,0,90,Y,165,0.0,52.0,CMA,70,25.0,3895
350,GGG,F,North Western Region,Lower Than A Level,90-100%,35-55,0,30,N,21,0.0,65.0,Exam,47,28.0,8874
351,BBB,M,East Midlands Region,A Level or Equivalent,60-70%,55<=,3,60,N,153,0.0,33.0,TMA,18,50.0,3454
352,GGG,F,Ireland,No Formal quals,90-100%,55<=,1,120,Y,218,0.0,78.0,Exam,261,28.0,7329
353,BBB,M,South Region,A Level or Equivalent,50-60%,55<=,1,60,Y,156,0.0,42.0,Exam,83,0.0,1790
354,CCC,F,North Western Region,Lower Than A Level,70-80%,55<=,2,120,Y,229,0.0,88.0,TMA,154,0.0,9669
355,BBB,F,London Region,Lower Than A Level,60-70%,0-35,3,90,N,19,0.0,60.0,Exam,52,0.0,885
356,FFF,F,East Anglian Region,Post Graduate Qualification,20-30%,35-55,3,90,N,40,0.0,62.0,CMA,106,28.0,7734
357,CCC,M,Yorkshire Region,HE Qualification,90-100%,55<=,1,90,N,147,0.0,56.0,Exam,134,12.5,3906
358,FFF,F,South Region,HE Qualification,50-60%,0-35,1,90,N,107,0.0,61.0,TMA,68,50.0,4492
359,DDD,M,South West Region,A Level or Equivalent,90-100%,0-35,3,90,Y,83,0.0,86.0,TMA,10,28.0,9730
360,EEE,M,East Midlands Region,No Formal quals,60-70%,0-35,0,60,N,133,0.0,28.0,CMA,142,12.5,2073
361,BBB,M,Scotland,HE Qualification,40-50%,55<=,3,90,Y,206,0.0,84.0,TMA,191,12.5,312
362,EEE,M,West Midlands Region,Post Graduate Qualification,0-10%,55<=,3,30,N,265,0.0,70.0,TMA,68,28.0,6269
363,EEE,F,London Region,A Level or Equivalent,90-100%,35-55,1,30,Y,72,0.0,47.0,CMA,22,28.0,5317
364,BBB,F,East Anglian Region,A Level or Equivalent,20-30%,55<=,1,60,Y,47,0.0,49.0,Exam,180,12.5,810
365,CCC,M,West Midlands Region,Post Graduate Qualification,20-30%,55<=,0,120,Y,232,0.0,90.0,CMA,8,12.5,6841
366,DDD,M,South Region,No Formal quals,30-40%,0-35,0,30,N,99,0.0,51.0,Exam,92,12.5,2032
367,FFF,F,East Midlands Region,Post Graduate Qualification,90-100%,35-55,2,120,Y,58,0.0,48.0,CMA,16,28.0,9699
368,GGG,M,East Midlands Region,No Formal quals,0-10%,55<=,3,60,Y,257,0.0,82.0,Exam,153,12.5,7129
369,FFF,F,North Western Region,Post Graduate Qualification,80-90%,55<=,1,120,N,64,0.0,70.0,CMA,148,0.0,2705
370,GGG,M,South West Region,Post Graduate Qualification,10-20,0-35,0,120,Y,82,1.0,51.0,Exam,266,28.0,8788
371,FFF,M,North Western Region,Lower Than A Level,0-10%,0-35,2,120,N,153,0.0,68.0,CMA,105,0.0,2147
372,BBB,F,North Region,A Level or Equivalent,10-20,55<=,2,120,N,265,0.0,50.0,Exam,34,25.0,615
373,DDD,M,South West Region,Post Graduate Qualification,10-20,35-55,1,60,Y,78,0.0,82.0,CMA,118,28.0,947
374,GGG,F,North Region,Post Graduate Qualification,40-50%,35-55,1,30,Y,149,0.0,81.0,TMA,13,25.0,5677
375,AAA,M,North Western Region,HE Qualification,30-40%,0-35,2,90,N,47,0.0,73.0,Exam,13,12.5,4651
376,CCC,M,North Region,A Level or Equivalent,0-10%,0-35,0,120,Y,247,0.0,70.0,CMA,265,12.5,7866
377,FFF,M,London Region,HE Qualification,0-10%,55<=,2,30,N,97,0.0,91.0,Exam,139,50.0,2013
378,FFF,F,North Western Region,A Level or Equivalent,40-50%,0-35,3,30,N,24,0.0,65.0,Exam,118,12.5,3697
379,GGG,M,South West Region,HE Qualification,90-100%,55<=,3,60,N,67,0.0,47.0,CMA,237,25.0,490
380,CCC,M,South East Region,Post Graduate Qualification,90-100%,35-55,1,30,Y,6,0.0,72.0,Exam,33,12.5,4350
381,CCC,M,North Western Region,Post Graduate Qualification,90-100%,35-55,0,60,N,136,0.0,96.0,CMA,168,28.0,2428
382,BBB,M,Scotland,Lower Than A Level,70-80%,55<=,0,120,Y,163,0.0,50.0,TMA,9,12.5,4987
383,AAA,F,East Anglian Region,HE Qualification,10-20,0-35,3,120,Y,82,0.0,60.0,Exam,121,50.0,8733
384,BBB,F,Wales,No Formal quals,70-80%,35-55,2,90,Y,137,0.0,71.0,TMA,144,12.5,9479
385,BBB,M,Wales,Lower Than A Level,30-40%,0-35,1,90,Y,72,0.0,64.0,Exam,222,25.0,9825
386,BBB,F,South West Region,HE Qualification,40-50%,35-55,2,90,N,236,0.0,50.0,Exam,256,25.0,4920
387,BBB,M,South West Region,HE Qualification,0-10%,55<=,2,30,Y,45,1.0,82.0,Exam,267,12.5,2926
388,BBB,M,West Midlands Region,Lower Than A Level,10-20,55<=,2,120,N,105,0.0,100.0,CMA,3,25.0,9544
389,DDD,M,East Anglian Region,Post Graduate Qualification,70-80%,55<=,0,60,N,261,0.0,68.0,TMA,105,25.0,7282
390,CCC,F,East Anglian Region,HE Qualification,70-80%,35-55,3,90,Y,175,0.0,51.0,Exam,84,50.0,4376
391,BBB,F,London Region,Post Graduate Qualification,50-60%,0-35,0,60,N,165,0.0,42.0,CMA,213,28.0,9490
392,CCC,F,South West Region,Lower Than A Level,70-80%,0-35,3,60,N,144,0.0,69.0,Exam,120,50.0,4868
393,CCC,F,East Anglian Region,Post Graduate Qualification,80-90%,0-35,1,90,Y,53,0.0,82.0,CMA,131,0.0,6986
394,EEE,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,1,120,N,177,0.0,72.0,Exam,196,50.0,6862
395,DDD,F,North Region,No Formal quals,80-90%,35-55,2,90,N,243,0.0,65.0,TMA,18,12.5,4423
396,BBB,F,East Midlands Region,HE Qualification,0-10%,35-55,3,60,N,126,0.0,56.0,TMA,129,28.0,6870
397,FFF,F,East Midlands Region,No Formal quals,40-50%,35-55,3,90,N,131,0.0,49.0,Exam,11,12.5,8159
398,GGG,F,North Region,Post Graduate Qualification,0-10%,35-55,3,60,Y,92,0.0,78.0,CMA,80,0.0,2073
399,AAA,M,Yorkshire Region,HE Qualification,80-90%,0-35,2,60,N,72,0.0,79.0,Exam,261,28.0,6170
400,FFF,F,West Midlands Region,Post Graduate Qualification,0-10%,35-55,2,90,N,247,0.0,42.0,CMA,124,25.0,701
401,DDD,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,1,30,N,42,0.0,89.0,Exam,266,50.0,8113
402,GGG,F,South East Region,Lower Than A Level,40-50%,0-35,0,90,N,40,0.0,74.0,CMA,139,12.5,6825
403,DDD,F,West Midlands Region,HE Qualification,30-40%,35-55,3,30,Y,169,0.0,86.0,TMA,1,0.0,7867
404,CCC,F,North Western Region,A Level or Equivalent,0-10%,0-35,3,60,N,211,0.0,45.0,Exam,7,25.0,4264
405,GGG,F,North Region,A Level or Equivalent,50-60%,0-35,0,60,Y,167,1.0,45.0,TMA,249,50.0,7968
406,CCC,F,Scotland,HE Qualification,90-100%,55<=,3,30,N,38,1.0,63.0,TMA,138,25.0,8146
407,FFF,F,Ireland,Post Graduate Qualification,20-30%,55<=,2,60,Y,244,0.0,73.0,Exam,123,50.0,7776
408,FFF,F,South Region,A Level or Equivalent,40-50%,55<=,2,30,Y,150,0.0,92.0,Exam,227,28.0,8558
409,GGG,F,North Region,No Formal quals,60-70%,55<=,3,30,Y,110,0.0,76.0,CMA,9,25.0,8719
410,GGG,F,South East Region,A Level or Equivalent,90-100%,35-55,2,60,Y,46,0.0,61.0,CMA,211,25.0,4886
411,BBB,M,East Anglian Region,Post Graduate Qualification,10-20,55<=,2,120,Y,62,0.0,50.0,TMA,111,25.0,3935
412,DDD,M,South East Region,Post Graduate Qualification,0-10%,0-35,3,30,N,224,0.0,83.0,CMA,7,28.0,4619
413,BBB,F,South East Region,No Formal quals,80-90%,35-55,1,90,N,68,0.0,51.0,CMA,252,0.0,5191
414,DDD,F,South West Region,A Level or Equivalent,20-30%,55<=,0,90,N,202,0.0,89.0,Exam,13,50.0,6875
415,BBB,M,South West Region,Post Graduate Qualification,60-70%,0-35,2,60,Y,60,0.0,61.0,CMA,239,25.0,7856
416,CCC,F,London Region,HE Qualification,90-100%,35-55,1,120,N,160,0.0,89.0,TMA,241,28.0,5401
417,GGG,M,North Region,Lower Than A Level,0-10%,35-55,2,60,Y,15,0.0,75.0,CMA,148,0.0,3022
418,FFF,M,London Region,Lower Than A Level,30-40%,55<=,2,120,Y,93,0.0,63.0,TMA,235,50.0,5738
419,DDD,M,North Region,Lower Than A Level,10-20,35-55,0,30,N,137,0.0,57.0,Exam,166,28.0,5984
420,DDD,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,2,30,N,37,0.0,60.0,TMA,19,50.0,1770
421,FFF,M,South Region,No Formal quals,50-60%,35-55,0,30,Y,126,0.0,71.0,CMA,215,25.0,9969
422,BBB,F,South East Region,Post Graduate Qualification,30-40%,0-35,0,30,Y,163,0.0,66.0,Exam,134,0.0,8989
423,DDD,M,West Midlands Region,HE Qualification,60-70%,35-55,0,90,N,76,0.0,56.0,CMA,128,28.0,3215
424,AAA,F,Ireland,HE Qualification,20-30%,55<=,1,90,N,173,0.0,63.0,Exam,245,0.0,6694
425,CCC,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,3,60,N,90,0.0,66.0,Exam,188,25.0,2976
426,GGG,M,Wales,Lower Than A Level,10-20,35-55,1,120,N,237,0.0,33.0,CMA,43,0.0,3737
427,FFF,M,North Western Region,A Level or Equivalent,50-60%,35-55,3,30,Y,263,0.0,72.0,CMA,85,0.0,9903
428,GGG,F,North Region,No Formal quals,30-40%,35-55,3,30,N,178,0.0,50.0,Exam,43,12.5,752
429,AAA,M,Ireland,No Formal quals,70-80%,0-35,0,120,N,208,0.0,48.0,Exam,144,0.0,1392
430,DDD,M,East Midlands Region,Post Graduate Qualification,50-60%,0-35,2,120,N,72,0.0,40.0,CMA,50,50.0,6789
431,DDD,F,East Anglian Region,Post Graduate Qualification,60-70%,0-35,0,60,Y,106,0.0,38.0,TMA,241,28.0,677
432,AAA,F,Yorkshire Region,No Formal quals,10-20,55<=,2,120,Y,181,0.0,45.0,CMA,50,12.5,105
433,FFF,M,South Region,No Formal quals,0-10%,55<=,3,30,Y,36,1.0,54.0,Exam,265,28.0,4753
434,CCC,F,London Region,No Formal quals,80-90%,0-35,0,30,Y,136,0.0,94.0,CMA,119,28.0,1946
435,EEE,M,London Region,A Level or Equivalent,80-90%,35-55,2,30,N,55,0.0,57.0,TMA,199,25.0,5544
436,FFF,M,West Midlands Region,No Formal quals,80-90%,55<=,1,30,Y,186,0.0,68.0,CMA,247,25.0,1095
437,EEE,M,South West Region,HE Qualification,20-30%,0-35,2,30,N,257,0.0,71.0,Exam,69,12.5,6985
438,AAA,F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,57,1.0,67.0,CMA,56,25.0,1782
439,BBB,F,Yorkshire Region,No Formal quals,10-20,55<=,1,30,N,122,0.0,64.0,Exam,38,25.0,4541
440,EEE,F,Ireland,Lower Than A Level,50-60%,35-55,2,60,N,187,0.0,47.0,Exam,17,25.0,3257
441,CCC,F,South Region,A Level or Equivalent,20-30%,35-55,2,30,Y,229,0.0,87.0,CMA,219,28.0,6213
442,BBB,F,East Midlands Region,Lower Than A Level,60-70%,35-55,2,90,Y,167,0.0,92.0,Exam,243,12.5,4869
443,EEE,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,2,90,Y,113,0.0,40.0,Exam,73,28.0,1561
444,AAA,M,Wales,HE Qualification,70-80%,55<=,2,90,N,251,0.0,50.0,TMA,109,50.0,4006
445,BBB,M,North Region,A Level or Equivalent,10-20,55<=,1,90,N,106,0.0,61.0,TMA,179,28.0,9867
446,AAA,M,London Region,A Level or Equivalent,80-90%,55<=,3,60,N,36,1.0,51.0,TMA,31,50.0,9314
447,EEE,F,Ireland,Post Graduate Qualification,30-40%,0-35,1,60,N,91,0.0,73.0,TMA,233,0.0,3981
448,AAA,M,London Region,No Formal quals,10-20,55<=,1,120,N,17,0.0,54.0,Exam,24,0.0,9493
449,CCC,F,Ireland,No Formal quals,40-50%,35-55,1,30,Y,62,0.0,97.0,CMA,225,50.0,5682
450,EEE,M,West Midlands Region,HE Qualification,60-70%,55<=,3,90,N,149,0.0,83.0,Exam,56,50.0,5782
451,EEE,F,South West Region,HE Qualification,90-100%,35-55,0,60,Y,138,0.0,68.0,Exam,179,28.0,943
452,EEE,F,Ireland,No Formal quals,0-10%,0-35,3,30,N,185,0.0,80.0,Exam,231,50.0,4550
453,FFF,M,London Region,Post Graduate Qualification,70-80%,35-55,1,30,N,184,0.0,82.0,CMA,63,12.5,9137
454,FFF,M,West Midlands Region,No Formal quals,0-10%,35-55,2,60,Y,204,0.0,57.0,TMA,231,0.0,600
