n_student,code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_submitted,is_banked,score,assessment_type,date,weight,sum_click
287,EEE,M,Ireland,No Formal quals,70-80%,55<=,0,90,N,131,0.0,72.0,Exam,129,12.5,2877
60,DDD,F,Ireland,A Level or Equivalent,80-90%,0-35,1,60,N,145,0.0,63.0,CMA,113,25.0,6400
112,GGG,F,East Anglian Region,No Formal quals,90-100%,0-35,1,60,N,146,0.0,60.0,Exam,59,25.0,8471
90,DDD,M,West Midlands Region,Lower Than A Level,80-90%,35-55,0,90,N,93,0.0,68.0,CMA,45,12.5,7652
437,CCC,F,Scotland,HE Qualification,10-20,35-55,2,60,N,50,0.0,28.0,Exam,55,12.5,1284
7,CCC,M,North Western Region,Post Graduate Qualification,70-80%,0-35,0,60,N,71,0.0,60.0,Exam,178,25.0,1611
361,FFF,M,London Region,Post Graduate Qualification,70-80%,0-35,1,120,N,109,0.0,69.0,TMA,151,12.5,4927
347,GGG,M,Wales,Lower Than A Level,80-90%,0-35,0,90,N,230,0.0,76.0,CMA,225,25.0,4255
339,BBB,F,South Region,Post Graduate Qualification,10-20,35-55,1,60,N,154,0.0,69.0,CMA,178,28.0,3324
159,GGG,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,175,0.0,91.0,CMA,226,50.0,2331
151,EEE,M,Scotland,Lower Than A Level,80-90%,0-35,1,120,N,120,0.0,69.0,Exam,69,25.0,8017
178,DDD,M,Scotland,Lower Than A Level,30-40%,55<=,0,90,N,66,0.0,95.0,TMA,36,50.0,7342
394,CCC,M,South East Region,No Formal quals,20-30%,35-55,0,90,N,181,0.0,69.0,CMA,171,25.0,7088
185,FFF,M,South West Region,HE Qualification,20-30%,55<=,0,90,Y,134,0.0,78.0,TMA,73,25.0,3899
450,GGG,F,London Region,A Level or Equivalent,80-90%,0-35,2,60,Y,18,0.0,30.0,TMA,14,12.5,602
11,BBB,F,London Region,HE Qualification,60-70%,35-55,1,120,N,126,0.0,70.0,TMA,233,25.0,2526
381,DDD,M,Yorkshire Region,No Formal quals,10-20,35-55,0,60,N,84,0.0,68.0,Exam,68,28.0,4832
104,FFF,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,1,60,N,190,0.0,95.0,Exam,178,12.5,8440
82,EEE,M,East Midlands Region,Lower Than A Level,30-40%,55<=,1,90,N,177,0.0,66.0,TMA,43,28.0,1079
39,GGG,F,South East Region,HE Qualification,20-30%,0-35,1,90,N,183,0.0,63.0,CMA,242,12.5,2528
315,AAA,M,East Midlands Region,Post Graduate Qualification,80-90%,0-35,0,120,N,208,0.0,77.0,Exam,242,12.5,3896
168,EEE,M,London Region,HE Qualification,60-70%,0-35,0,120,N,242,0.0,69.0,Exam,197,50.0,7118
470,AAA,M,West Midlands Region,Post Graduate Qualification,0-10%,55<=,3,60,N,68,0.0,50.0,Exam,78,0.0,935
297,EEE,M,South Region,No Formal quals,40-50%,0-35,1,90,N,149,0.0,62.0,TMA,94,50.0,1974
475,DDD,M,South East Region,No Formal quals,60-70%,55<=,4,60,Y,6,0.0,43.0,TMA,27,0.0,305
199,AAA,M,London Region,A Level or Equivalent,70-80%,55<=,1,90,N,148,0.0,70.0,Exam,77,50.0,5216
298,DDD,F,North Western Region,Post Graduate Qualification,20-30%,35-55,1,120,N,98,0.0,76.0,TMA,201,12.5,5237
417,FFF,M,South East Region,No Formal quals,40-50%,35-55,3,30,Y,51,0.0,33.0,Exam,82,0.0,1031
147,BBB,M,East Anglian Region,No Formal quals,80-90%,0-35,0,120,N,62,0.0,82.0,Exam,238,50.0,9440
393,FFF,M,North Region,No Formal quals,30-40%,55<=,0,60,N,150,0.0,99.0,Exam,48,28.0,7911
148,AAA,F,West Midlands Region,No Formal quals,60-70%,55<=,1,60,Y,140,0.0,91.0,Exam,228,28.0,2134
448,DDD,M,North Region,No Formal quals,20-30%,0-35,3,30,Y,40,0.0,44.0,Exam,13,12.5,429
288,DDD,M,South Region,A Level or Equivalent,0-10%,0-35,0,120,N,157,0.0,75.0,CMA,197,28.0,3486
124,FFF,M,East Midlands Region,Post Graduate Qualification,80-90%,55<=,0,90,N,129,0.0,60.0,Exam,136,25.0,6280
369,AAA,F,South Region,A Level or Equivalent,30-40%,0-35,1,120,N,83,0.0,63.0,CMA,136,50.0,2331
97,EEE,F,South East Region,No Formal quals,60-70%,0-35,1,120,N,129,0.0,71.0,TMA,60,28.0,1997
144,AAA,F,South East Region,Post Graduate Qualification,40-50%,55<=,0,120,N,73,0.0,72.0,TMA,211,12.5,1033
240,DDD,F,Yorkshire Region,HE Qualification,10-20,55<=,0,90,N,56,0.0,78.0,Exam,249,28.0,8453
443,GGG,M,North Region,Post Graduate Qualification,40-50%,0-35,2,30,N,24,0.0,50.0,Exam,18,0.0,411
98,FFF,M,London Region,A Level or Equivalent,80-90%,55<=,0,120,N,131,0.0,80.0,Exam,50,28.0,5664
408,BBB,F,North Western Region,HE Qualification,10-20,55<=,2,30,N,9,0.0,33.0,Exam,24,0.0,200
123,DDD,M,East Anglian Region,No Formal quals,60-70%,55<=,1,60,N,224,0.0,70.0,Exam,217,28.0,8727
184,FFF,M,Scotland,Lower Than A Level,90-100%,0-35,0,120,Y,130,0.0,99.0,Exam,130,12.5,5035
203,BBB,M,Ireland,A Level or Equivalent,40-50%,55<=,1,120,N,228,0.0,86.0,Exam,42,28.0,1965
247,CCC,F,North Western Region,A Level or Equivalent,70-80%,35-55,1,60,N,189,0.0,73.0,Exam,148,25.0,9537
306,BBB,M,East Anglian Region,HE Qualification,60-70%,55<=,0,90,N,118,0.0,100.0,CMA,39,25.0,1287
299,EEE,F,London Region,A Level or Equivalent,90-100%,55<=,1,60,N,194,0.0,93.0,TMA,45,50.0,8248
352,DDD,F,East Midlands Region,HE Qualification,80-90%,0-35,0,120,N,239,0.0,75.0,Exam,63,25.0,8750
387,DDD,M,West Midlands Region,Post Graduate Qualification,10-20,0-35,1,120,N,192,0.0,77.0,TMA,205,25.0,1078
396,DDD,M,Yorkshire Region,No Formal quals,0-10%,55<=,1,120,N,234,0.0,71.0,Exam,243,50.0,6838
285,BBB,F,Yorkshire Region,Post Graduate Qualification,50-60%,35-55,1,120,N,247,0.0,88.0,CMA,183,25.0,7661
126,BBB,M,Scotland,Lower Than A Level,90-100%,35-55,1,120,N,183,0.0,77.0,TMA,162,12.5,4199
303,GGG,M,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,83,0.0,62.0,CMA,204,12.5,6327
224,DDD,M,West Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,91,0.0,96.0,CMA,186,50.0,1020
419,EEE,F,East Midlands Region,Lower Than A Level,80-90%,35-55,4,60,N,10,0.0,33.0,CMA,89,12.5,1415
220,FFF,F,Ireland,No Formal quals,90-100%,0-35,0,90,Y,92,0.0,89.0,CMA,63,25.0,6386
130,GGG,F,South Region,A Level or Equivalent,50-60%,0-35,0,90,N,65,0.0,92.0,TMA,94,12.5,6886
421,FFF,M,Yorkshire Region,HE Qualification,20-30%,0-35,4,30,N,34,0.0,38.0,Exam,13,12.5,366
290,BBB,F,Wales,A Level or Equivalent,60-70%,55<=,1,120,N,186,0.0,90.0,CMA,216,28.0,5835
445,CCC,M,East Anglian Region,Post Graduate Qualification,10-20,0-35,3,30,N,40,0.0,45.0,Exam,22,0.0,285
377,CCC,M,North Region,HE Qualification,0-10%,0-35,1,60,N,71,0.0,87.0,TMA,195,25.0,4983
292,FFF,M,Scotland,HE Qualification,50-60%,0-35,1,120,N,75,0.0,80.0,Exam,143,28.0,7786
356,EEE,M,East Midlands Region,Post Graduate Qualification,30-40%,55<=,0,120,N,76,0.0,78.0,CMA,108,25.0,2003
295,EEE,F,East Anglian Region,HE Qualification,40-50%,0-35,1,60,N,180,0.0,60.0,Exam,84,25.0,6353
397,DDD,M,Yorkshire Region,No Formal quals,30-40%,35-55,1,90,N,147,0.0,73.0,Exam,110,12.5,2550
341,BBB,M,North Region,HE Qualification,60-70%,55<=,0,90,N,123,0.0,82.0,Exam,167,12.5,6984
113,FFF,F,South West Region,HE Qualification,30-40%,55<=,1,120,N,193,0.0,81.0,CMA,144,25.0,4743
180,DDD,F,Wales,Lower Than A Level,0-10%,35-55,0,90,N,109,0.0,71.0,TMA,207,28.0,5257
308,BBB,F,Yorkshire Region,No Formal quals,80-90%,0-35,1,120,N,224,0.0,81.0,TMA,91,12.5,2992
433,AAA,F,North Western Region,A Level or Equivalent,50-60%,35-55,3,30,Y,19,0.0,49.0,Exam,34,0.0,1221
488,GGG,F,South Region,Post Graduate Qualification,60-70%,55<=,2,60,N,4,0.0,50.0,TMA,12,0.0,602
482,CCC,M,East Midlands Region,HE Qualification,20-30%,35-55,3,60,N,49,0.0,23.0,TMA,99,12.5,1465
423,EEE,M,North Region,HE Qualification,60-70%,35-55,2,60,N,21,0.0,32.0,CMA,19,0.0,85
234,CCC,F,North Western Region,Post Graduate Qualification,30-40%,55<=,0,90,N,146,0.0,71.0,TMA,77,25.0,5314
312,CCC,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,90,Y,151,0.0,84.0,Exam,96,50.0,6310
165,EEE,M,Ireland,HE Qualification,20-30%,0-35,1,60,N,70,0.0,83.0,CMA,68,12.5,9983
137,GGG,M,North Western Region,Post Graduate Qualification,80-90%,0-35,1,60,N,71,0.0,74.0,CMA,181,28.0,1589
198,DDD,M,London Region,Post Graduate Qualification,20-30%,35-55,0,90,Y,131,0.0,61.0,Exam,58,25.0,9877
259,AAA,F,Scotland,Lower Than A Level,20-30%,35-55,0,120,Y,112,0.0,60.0,TMA,207,12.5,8244
233,AAA,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,125,0.0,76.0,TMA,38,50.0,2622
116,CCC,F,London Region,Lower Than A Level,80-90%,35-55,1,120,N,89,0.0,68.0,TMA,98,25.0,9632
121,BBB,F,North Region,HE Qualification,40-50%,55<=,1,120,N,176,0.0,83.0,CMA,77,50.0,2024
350,DDD,F,South Region,A Level or Equivalent,70-80%,0-35,0,90,N,107,0.0,73.0,Exam,154,50.0,6349
225,CCC,M,London Region,Lower Than A Level,10-20,35-55,0,120,N,224,0.0,79.0,TMA,64,50.0,9585
403,AAA,M,East Midlands Region,HE Qualification,40-50%,0-35,2,30,Y,89,0.0,26.0,Exam,80,0.0,1321
398,EEE,F,East Anglian Region,HE Qualification,90-100%,0-35,1,120,N,169,0.0,84.0,Exam,152,50.0,6497
128,GGG,F,Yorkshire Region,A Level or Equivalent,80-90%,55<=,0,60,N,93,0.0,78.0,TMA,36,25.0,6270
286,GGG,F,Ireland,Post Graduate Qualification,40-50%,55<=,0,120,N,92,0.0,89.0,Exam,247,12.5,5227
412,CCC,M,London Region,Lower Than A Level,20-30%,0-35,2,30,N,11,0.0,32.0,CMA,90,12.5,1438
108,CCC,F,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,234,0.0,65.0,TMA,97,50.0,3745
371,GGG,F,South East Region,A Level or Equivalent,0-10%,0-35,1,90,N,138,0.0,75.0,Exam,222,12.5,2806
326,DDD,M,London Region,A Level or Equivalent,40-50%,55<=,1,120,N,180,0.0,78.0,CMA,138,25.0,2128
134,FFF,M,Yorkshire Region,Post Graduate Qualification,80-90%,0-35,0,90,N,241,0.0,75.0,CMA,151,50.0,9271
453,BBB,M,North Western Region,Lower Than A Level,70-80%,55<=,4,60,N,14,0.0,23.0,Exam,50,0.0,1372
45,EEE,F,North Western Region,A Level or Equivalent,70-80%,35-55,1,90,N,236,0.0,67.0,Exam,49,50.0,7525
461,DDD,M,Yorkshire Region,A Level or Equivalent,30-40%,55<=,2,60,Y,13,0.0,24.0,Exam,77,0.0,436
66,FFF,F,Yorkshire Region,Post Graduate Qualification,10-20,0-35,1,120,N,217,0.0,79.0,TMA,139,28.0,7177
284,FFF,F,South East Region,A Level or Equivalent,80-90%,0-35,0,120,N,198,0.0,67.0,TMA,62,28.0,1309
86,EEE,M,London Region,HE Qualification,30-40%,35-55,0,90,N,154,0.0,90.0,CMA,37,12.5,4976
243,GGG,F,North Western Region,A Level or Equivalent,40-50%,55<=,0,90,N,101,0.0,85.0,TMA,217,25.0,5176
187,FFF,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,120,N,227,0.0,68.0,CMA,200,50.0,5789
384,GGG,M,Ireland,Lower Than A Level,40-50%,35-55,0,120,N,244,0.0,71.0,Exam,123,25.0,4831
160,FFF,M,West Midlands Region,Post Graduate Qualification,0-10%,35-55,1,120,N,204,0.0,69.0,Exam,206,12.5,8890
13,CCC,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,120,N,157,0.0,73.0,CMA,83,12.5,9511
36,BBB,F,South Region,HE Qualification,60-70%,35-55,1,60,N,174,0.0,74.0,TMA,42,12.5,8798
29,DDD,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,Y,240,0.0,70.0,CMA,100,28.0,5747
171,EEE,M,North Region,A Level or Equivalent,40-50%,35-55,1,60,N,128,0.0,77.0,TMA,139,25.0,3122
143,EEE,F,South Region,Post Graduate Qualification,80-90%,0-35,1,60,Y,58,0.0,86.0,TMA,192,28.0,7837
399,EEE,F,West Midlands Region,Post Graduate Qualification,40-50%,35-55,0,60,N,86,0.0,74.0,TMA,97,12.5,5682
343,CCC,F,North Western Region,A Level or Equivalent,0-10%,55<=,1,90,N,154,0.0,68.0,Exam,136,12.5,1362
222,EEE,M,Yorkshire Region,Post Graduate Qualification,40-50%,55<=,0,90,N,86,0.0,88.0,CMA,87,50.0,9759
96,GGG,M,Ireland,HE Qualification,50-60%,0-35,1,90,N,242,0.0,67.0,TMA,182,25.0,9376
52,BBB,M,Wales,No Formal quals,40-50%,35-55,0,60,N,139,0.0,66.0,CMA,214,25.0,3343
241,EEE,M,South West Region,Lower Than A Level,20-30%,0-35,1,90,N,85,0.0,69.0,CMA,201,50.0,3853
485,FFF,F,Ireland,A Level or Equivalent,10-20,0-35,2,60,N,13,0.0,42.0,TMA,11,12.5,613
379,CCC,M,London Region,No Formal quals,20-30%,35-55,0,90,N,215,0.0,69.0,CMA,150,25.0,8055
179,AAA,F,London Region,Post Graduate Qualification,30-40%,55<=,1,60,N,166,0.0,72.0,CMA,107,12.5,5130
42,FFF,F,Yorkshire Region,No Formal quals,10-20,0-35,0,60,N,102,0.0,72.0,Exam,242,28.0,5869
499,CCC,M,North Region,Lower Than A Level,40-50%,55<=,2,30,Y,33,0.0,46.0,CMA,20,12.5,482
422,GGG,M,East Anglian Region,HE Qualification,10-20,35-55,3,60,N,34,0.0,50.0,Exam,14,12.5,943
207,EEE,F,North Western Region,No Formal quals,70-80%,55<=,0,90,N,86,0.0,72.0,CMA,221,50.0,9120
283,EEE,F,North Western Region,Post Graduate Qualification,60-70%,55<=,0,120,Y,244,0.0,87.0,CMA,247,12.5,8332
255,BBB,F,East Midlands Region,Post Graduate Qualification,60-70%,0-35,0,90,N,64,0.0,79.0,CMA,94,25.0,8899
413,AAA,F,Wales,No Formal quals,40-50%,35-55,3,30,N,79,0.0,30.0,Exam,31,0.0,968
5,EEE,M,East Anglian Region,Lower Than A Level,80-90%,55<=,0,60,N,208,0.0,61.0,TMA,155,25.0,9708
257,GGG,F,North Western Region,A Level or Equivalent,50-60%,35-55,1,60,N,91,0.0,60.0,CMA,248,12.5,4075
449,DDD,M,South East Region,No Formal quals,40-50%,0-35,4,30,N,37,0.0,40.0,TMA,45,0.0,30
101,EEE,M,East Anglian Region,No Formal quals,10-20,55<=,1,60,N,226,0.0,71.0,TMA,62,28.0,2679
227,EEE,F,North Region,No Formal quals,10-20,55<=,1,120,N,110,0.0,97.0,TMA,205,28.0,4515
430,DDD,F,Scotland,A Level or Equivalent,70-80%,0-35,3,60,N,94,0.0,32.0,CMA,76,12.5,903
214,CCC,F,Ireland,A Level or Equivalent,10-20,35-55,1,90,N,208,0.0,76.0,Exam,73,28.0,6278
172,DDD,M,East Midlands Region,Lower Than A Level,10-20,55<=,0,120,N,144,0.0,76.0,CMA,41,12.5,8082
99,EEE,M,South East Region,HE Qualification,0-10%,35-55,1,90,N,184,0.0,64.0,Exam,248,50.0,3357
293,CCC,M,West Midlands Region,HE Qualification,0-10%,55<=,0,60,N,131,0.0,69.0,Exam,158,25.0,5014
216,CCC,M,Wales,A Level or Equivalent,10-20,55<=,0,90,N,74,0.0,80.0,TMA,31,12.5,1613
62,CCC,M,West Midlands Region,HE Qualification,20-30%,55<=,0,120,N,160,0.0,73.0,Exam,147,12.5,5289
48,GGG,M,North Western Region,A Level or Equivalent,70-80%,0-35,1,60,N,93,0.0,76.0,TMA,239,25.0,6773
33,CCC,F,South Region,A Level or Equivalent,50-60%,0-35,1,90,N,219,0.0,60.0,CMA,156,28.0,4201
268,AAA,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,106,0.0,86.0,TMA,123,12.5,5050
328,AAA,F,East Midlands Region,No Formal quals,20-30%,0-35,0,60,N,230,0.0,82.0,CMA,95,12.5,4730
201,EEE,F,North Region,No Formal quals,30-40%,35-55,0,120,Y,64,0.0,85.0,Exam,219,50.0,8824
447,AAA,F,Scotland,Post Graduate Qualification,20-30%,55<=,4,60,N,44,0.0,18.0,TMA,75,0.0,849
28,AAA,F,London Region,Lower Than A Level,30-40%,0-35,1,90,N,97,0.0,93.0,Exam,74,50.0,7997
425,DDD,F,East Midlands Region,Post Graduate Qualification,80-90%,55<=,3,60,N,85,0.0,43.0,CMA,35,0.0,445
231,AAA,F,Yorkshire Region,A Level or Equivalent,60-70%,55<=,1,60,N,133,0.0,85.0,Exam,102,28.0,9552
261,AAA,F,East Anglian Region,No Formal quals,60-70%,35-55,1,60,N,76,0.0,86.0,Exam,155,12.5,7322
289,AAA,M,South Region,Post Graduate Qualification,40-50%,0-35,0,120,Y,246,0.0,66.0,CMA,222,50.0,7886
163,BBB,M,East Midlands Region,Lower Than A Level,60-70%,0-35,1,120,N,117,0.0,75.0,Exam,159,25.0,8066
426,CCC,F,West Midlands Region,No Formal quals,0-10%,35-55,2,60,Y,54,0.0,29.0,TMA,82,12.5,619
139,GGG,M,East Anglian Region,Post Graduate Qualification,90-100%,55<=,0,90,N,96,0.0,72.0,TMA,39,12.5,6399
63,FFF,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,247,0.0,76.0,Exam,211,12.5,5253
136,GGG,M,Ireland,HE Qualification,20-30%,35-55,1,120,N,142,0.0,74.0,Exam,224,50.0,9431
129,DDD,F,West Midlands Region,No Formal quals,20-30%,0-35,0,120,N,67,0.0,70.0,TMA,80,25.0,9635
477,DDD,F,Scotland,A Level or Equivalent,30-40%,55<=,2,60,Y,49,0.0,32.0,CMA,96,12.5,601
9,AAA,F,London Region,HE Qualification,10-20,35-55,1,90,N,141,0.0,92.0,CMA,82,12.5,2856
327,DDD,M,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,75,0.0,80.0,TMA,103,50.0,1557
464,DDD,F,South Region,No Formal quals,10-20,55<=,4,30,N,14,0.0,37.0,CMA,23,0.0,364
65,AAA,M,South East Region,No Formal quals,50-60%,35-55,1,90,N,235,0.0,82.0,TMA,141,50.0,7247
301,GGG,M,South Region,A Level or Equivalent,30-40%,55<=,0,60,Y,104,0.0,95.0,TMA,135,50.0,9050
15,DDD,F,London Region,No Formal quals,0-10%,55<=,0,120,N,184,0.0,70.0,CMA,49,25.0,3098
157,EEE,F,South Region,Lower Than A Level,0-10%,0-35,0,90,N,110,0.0,67.0,Exam,35,25.0,2942
41,DDD,F,North Region,No Formal quals,30-40%,0-35,0,60,N,86,0.0,75.0,TMA,88,12.5,4071
380,BBB,F,Ireland,Lower Than A Level,40-50%,35-55,0,120,N,177,0.0,86.0,TMA,53,50.0,7690
469,AAA,F,South East Region,Post Graduate Qualification,40-50%,55<=,2,60,Y,95,0.0,40.0,CMA,98,12.5,1201
404,EEE,M,Yorkshire Region,Post Graduate Qualification,40-50%,55<=,4,60,Y,52,0.0,35.0,TMA,91,12.5,243
217,DDD,F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,192,0.0,76.0,TMA,130,12.5,2872
280,CCC,M,South Region,A Level or Equivalent,0-10%,0-35,0,120,N,90,0.0,81.0,CMA,123,28.0,4042
435,EEE,F,South East Region,HE Qualification,80-90%,35-55,2,30,Y,3,0.0,46.0,CMA,78,12.5,756
431,CCC,M,Wales,Lower Than A Level,80-90%,35-55,3,60,N,71,0.0,37.0,CMA,90,12.5,1408
338,GGG,F,South West Region,Post Graduate Qualification,50-60%,35-55,1,60,Y,172,0.0,76.0,TMA,151,28.0,9645
237,GGG,F,Ireland,Lower Than A Level,80-90%,0-35,0,90,N,246,0.0,91.0,CMA,193,28.0,3800
208,FFF,F,Yorkshire Region,No Formal quals,90-100%,35-55,0,120,N,183,0.0,70.0,CMA,120,25.0,2508
213,CCC,F,East Anglian Region,A Level or Equivalent,0-10%,55<=,1,120,N,70,0.0,67.0,Exam,233,50.0,3682
296,BBB,M,South Region,No Formal quals,0-10%,35-55,0,60,Y,122,0.0,73.0,Exam,31,28.0,4407
458,DDD,F,East Midlands Region,HE Qualification,90-100%,35-55,4,60,Y,13,0.0,33.0,Exam,50,12.5,1419
252,GGG,F,South East Region,Lower Than A Level,80-90%,55<=,1,90,N,175,0.0,72.0,Exam,69,50.0,9391
489,DDD,M,Scotland,No Formal quals,70-80%,0-35,3,30,Y,63,0.0,50.0,TMA,23,0.0,176
487,GGG,F,South West Region,Lower Than A Level,90-100%,55<=,4,60,N,74,0.0,32.0,TMA,43,0.0,622
304,BBB,M,Scotland,A Level or Equivalent,0-10%,55<=,1,120,N,154,0.0,65.0,CMA,238,50.0,6415
351,CCC,M,Scotland,No Formal quals,70-80%,0-35,0,120,N,196,0.0,70.0,TMA,147,12.5,8195
270,EEE,F,East Midlands Region,HE Qualification,70-80%,55<=,1,120,N,101,0.0,72.0,Exam,162,25.0,4460
202,AAA,M,Yorkshire Region,Post Graduate Qualification,70-80%,55<=,0,120,N,118,0.0,69.0,TMA,145,50.0,5124
162,DDD,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,120,Y,211,0.0,75.0,Exam,131,25.0,1337
44,CCC,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,87,0.0,76.0,CMA,87,50.0,3521
218,EEE,F,South West Region,Post Graduate Qualification,20-30%,0-35,1,60,N,212,0.0,76.0,TMA,86,28.0,8723
402,CCC,F,South West Region,Lower Than A Level,70-80%,35-55,4,30,Y,21,0.0,32.0,Exam,70,0.0,1257
191,FFF,F,North Western Region,Lower Than A Level,80-90%,55<=,0,60,N,219,0.0,82.0,Exam,156,12.5,2711
310,GGG,F,South West Region,Post Graduate Qualification,30-40%,55<=,1,120,N,205,0.0,73.0,TMA,237,50.0,3925
260,FFF,M,Ireland,HE Qualification,80-90%,55<=,1,120,N,245,0.0,83.0,Exam,59,12.5,7611
106,FFF,F,West Midlands Region,Lower Than A Level,50-60%,55<=,1,120,N,105,0.0,81.0,Exam,222,12.5,4527
54,AAA,F,North Region,HE Qualification,60-70%,0-35,0,90,N,57,0.0,75.0,CMA,83,25.0,4154
390,GGG,F,South East Region,HE Qualification,40-50%,55<=,1,60,N,139,0.0,92.0,CMA,160,28.0,2031
2,EEE,M,Ireland,Post Graduate Qualification,90-100%,0-35,1,120,N,136,0.0,70.0,CMA,206,28.0,6175
442,DDD,F,London Region,No Formal quals,40-50%,35-55,4,30,N,25,0.0,41.0,Exam,97,0.0,339
483,EEE,M,West Midlands Region,HE Qualification,70-80%,0-35,4,60,N,60,0.0,47.0,CMA,66,12.5,1223
50,GGG,F,South West Region,Lower Than A Level,90-100%,0-35,0,90,N,84,0.0,85.0,CMA,200,12.5,4404
420,DDD,F,East Midlands Region,No Formal quals,70-80%,55<=,2,60,N,24,0.0,28.0,Exam,97,12.5,210
81,CCC,F,Scotland,A Level or Equivalent,0-10%,35-55,1,120,N,180,0.0,60.0,TMA,210,28.0,5561
206,AAA,M,South Region,No Formal quals,0-10%,35-55,1,90,N,168,0.0,86.0,TMA,132,50.0,7157
35,CCC,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,90,N,94,0.0,74.0,Exam,78,28.0,3924
264,BBB,M,North Western Region,Post Graduate Qualification,50-60%,0-35,1,120,N,102,0.0,86.0,Exam,122,28.0,1275
428,DDD,M,North Western Region,HE Qualification,20-30%,0-35,3,30,Y,95,0.0,19.0,CMA,70,0.0,131
367,CCC,M,Wales,A Level or Equivalent,40-50%,55<=,0,60,N,101,0.0,72.0,TMA,57,50.0,6051
92,GGG,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,Y,191,0.0,75.0,TMA,149,50.0,8176
340,EEE,F,London Region,A Level or Equivalent,10-20,0-35,1,60,N,233,0.0,76.0,TMA,91,50.0,6595
474,DDD,M,Wales,No Formal quals,0-10%,0-35,3,60,N,79,0.0,50.0,Exam,2,12.5,1212
53,BBB,F,North Region,A Level or Equivalent,80-90%,0-35,1,90,N,101,0.0,92.0,CMA,232,28.0,1106
346,CCC,M,North Region,Post Graduate Qualification,20-30%,35-55,0,60,N,102,0.0,80.0,TMA,38,50.0,5620
265,DDD,M,West Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,101,0.0,71.0,TMA,126,12.5,6271
242,CCC,M,East Anglian Region,Lower Than A Level,0-10%,35-55,1,120,N,87,0.0,70.0,TMA,239,12.5,3236
14,EEE,F,East Midlands Region,No Formal quals,30-40%,0-35,1,120,N,228,0.0,85.0,Exam,214,28.0,9527
316,FFF,F,North Western Region,HE Qualification,20-30%,0-35,0,60,N,94,0.0,60.0,TMA,234,28.0,1721
89,DDD,M,Ireland,Post Graduate Qualification,60-70%,35-55,0,60,N,238,0.0,75.0,TMA,179,25.0,3124
388,DDD,M,West Midlands Region,HE Qualification,0-10%,0-35,1,60,N,188,0.0,76.0,CMA,150,50.0,5929
274,BBB,F,Yorkshire Region,A Level or Equivalent,90-100%,0-35,1,120,N,166,0.0,91.0,Exam,108,28.0,1071
167,FFF,F,South West Region,No Formal quals,0-10%,55<=,0,90,N,184,0.0,76.0,CMA,178,50.0,4700
329,DDD,F,London Region,Post Graduate Qualification,60-70%,0-35,1,60,N,208,0.0,70.0,TMA,197,12.5,6341
493,CCC,F,Scotland,No Formal quals,80-90%,35-55,3,30,N,95,0.0,21.0,CMA,15,12.5,706
135,EEE,F,East Midlands Region,Lower Than A Level,80-90%,35-55,1,60,N,236,0.0,91.0,Exam,204,50.0,6158
307,CCC,M,South Region,A Level or Equivalent,20-30%,0-35,1,120,N,64,0.0,60.0,Exam,215,50.0,4195
481,FFF,F,Yorkshire Region,HE Qualification,0-10%,35-55,2,60,N,30,0.0,31.0,TMA,32,12.5,1078
320,AAA,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,214,0.0,66.0,Exam,117,12.5,2725
244,FFF,M,Scotland,Post Graduate Qualification,70-80%,55<=,0,60,N,192,0.0,91.0,TMA,220,50.0,3155
55,BBB,F,North Region,A Level or Equivalent,20-30%,0-35,1,90,N,156,0.0,67.0,Exam,238,12.5,5053
364,AAA,F,East Anglian Region,Post Graduate Qualification,0-10%,35-55,0,120,N,52,0.0,71.0,TMA,142,25.0,6302
51,EEE,F,South Region,A Level or Equivalent,70-80%,0-35,1,60,N,109,0.0,67.0,TMA,86,50.0,5492
457,BBB,M,South Region,Lower Than A Level,60-70%,0-35,2,30,N,15,0.0,35.0,Exam,61,0.0,948
175,CCC,M,North Region,Lower Than A Level,0-10%,0-35,1,120,N,236,0.0,70.0,TMA,139,28.0,2254
446,AAA,M,North Region,A Level or Equivalent,60-70%,35-55,3,30,Y,58,0.0,25.0,Exam,6,12.5,1109
