code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_submitted,is_banked,score,assessment_type,date,weight,sum_click,n_student
3,1,5,2,0,0,-0.3296180874040059,-0.4440590780579271,0,-0.937422360323136,0,-0.343776051353168,2,-1.0516244702705169,-0.1852887899576927,-0.1280911655228626,100003
5,1,7,2,8,0,-0.3296180874040059,-0.4440590780579271,0,-1.5416123948481786,0,1.2858659132359422,0,1.2319928109862663,-0.7113182731754548,4.845038443755141,100075
5,1,9,0,8,1,-0.3296180874040059,-0.4440590780579271,0,-1.190339118961526,0,1.231544514416305,0,1.4157321324666972,-0.7113182731754548,0.4776355522398343,100064
1,0,9,1,0,0,-0.3296180874040059,-0.4440590780579271,0,0.3833651570106776,0,-3.0598459923350183,2,0.2476750173411012,1.1297849180867126,-0.9033120132075522,100086
5,0,0,0,8,0,-0.3296180874040059,-0.4440590780579271,0,0.1444993294077538,0,0.8512947226788461,2,-0.027933964879545,0.6037554348689503,0.9857274025359456,100014
1,0,3,0,2,0,-0.3296180874040059,-0.4440590780579271,1,0.1866521225141521,0,0.199437936843202,0,-0.027933964879545,-0.6587153248536786,-0.9286970787488644,100040
5,1,10,2,5,0,-0.3296180874040059,-0.4440590780579271,0,0.2007030535496182,0,-0.0178476584353459,2,0.0376872213634659,0.6037554348689503,-0.3467932686480143,100033
5,1,12,2,0,1,-0.3296180874040059,-0.4440590780579271,0,-1.4432558775999158,0,-0.0178476584353459,2,-1.4978485367229917,-0.0537814191532522,-0.3608526895632026,100027
5,1,1,0,1,1,-0.3296180874040059,0.3741810330962405,0,0.7486893639327963,0,0.9056161214984833,2,0.5232839995617474,0.6037554348689503,1.0552434281721548,100063
3,1,9,1,2,0,6.287053311783362,-0.4440590780579271,0,-0.92337142928767,0,0.6883305262199351,0,-1.077872944767721,-0.5535094282101262,-0.561980516544369,100089
5,1,4,0,4,0,-0.3296180874040059,-0.4440590780579271,0,1.114013570854915,0,-0.778347241910264,0,1.3501109462236862,-0.7113182731754548,-0.3917053076826437,100054
2,1,3,1,3,2,-0.3296180874040059,-1.2622991892120947,0,-1.2465428431033905,0,0.7426519250395721,2,-1.327233452491163,-0.2378917382794689,-0.8658202241003833,100010
5,1,10,0,3,0,1.8759390456584504,-0.4440590780579271,0,-1.1200844637841956,0,0.7426519250395721,0,1.1663716247432554,-0.7113182731754548,0.1663755947563595,100044
1,0,8,2,8,0,-0.3296180874040059,-0.4440590780579271,0,1.268573812245042,0,1.2858659132359422,0,0.9826323032628246,-0.6587153248536786,-0.9341646313269932,100055
5,1,8,2,9,0,-0.3296180874040059,-0.4440590780579271,0,0.5379253984008047,0,-0.5610616466317161,0,1.3501109462236862,-0.7113182731754548,-0.0663859292839805,100047
5,1,0,0,7,1,-0.3296180874040059,1.1924211442504082,0,0.1444993294077538,0,0.5796877285806611,2,-0.027933964879545,0.6037554348689503,0.8732520352144392,100027
1,0,0,0,9,0,-0.3296180874040059,-0.4440590780579271,0,-0.4315888430463564,0,-0.886990039549538,2,-0.5791519293208376,0.2355347966165168,-0.8056771457409666,100074
1,0,8,2,2,1,1.8759390456584504,1.1924211442504082,0,0.1444993294077538,0,-0.5610616466317161,2,-0.1198036256197604,0.2355347966165168,-0.791227185355912,100062
5,1,1,0,5,0,-0.3296180874040059,2.8289013665587435,0,0.5519763294362708,0,0.9056161214984833,0,1.3501109462236862,-0.7113182731754548,-0.4737185963545756,100072
5,0,12,2,3,1,1.8759390456584504,1.1924211442504082,1,-0.1646211533725004,0,0.362402133302113,2,-0.5135307430778265,0.6037554348689503,0.4030425134953629,100058
3,1,2,1,3,1,1.8759390456584504,1.1924211442504082,0,-0.0381627740533055,0,0.090795139203928,0,-0.2510459981057825,-0.50090647988835,1.1505350588195422,100044
3,1,9,1,6,0,-0.3296180874040059,0.3741810330962405,0,0.3693142259752114,0,0.6883305262199351,2,0.168929593849488,0.6037554348689503,-0.5936142136035427,100061
2,1,5,2,1,0,-0.3296180874040059,-0.4440590780579271,1,-0.3472832568335598,0,-0.5610616466317161,2,-0.4872822685806221,0.6037554348689503,-0.0808358896690352,100032
3,0,0,2,8,0,8.492610444845818,-0.4440590780579271,0,0.453619812188008,0,0.6883305262199351,0,0.2083023055952946,-0.50090647988835,-0.824423040294551,100000
5,0,8,1,7,0,-0.3296180874040059,-0.4440590780579271,0,-0.3613341878690259,0,-0.5610616466317161,2,-0.5791519293208376,0.6037554348689503,1.1231972959288985,100018
2,1,5,2,0,0,-0.3296180874040059,-0.4440590780579271,0,-0.248926739585297,0,-0.5610616466317161,2,-0.4085368450890089,0.4459465899036217,-0.1648018756902988,100014
6,0,4,2,1,0,-0.3296180874040059,-1.2622991892120947,0,-0.0732691254499406,0,-0.0503069316971559,2,-0.0641148494219308,-0.0072961430515154,-0.9638456310368352,100009
1,0,7,0,4,1,1.8759390456584504,-0.4440590780579271,0,-0.1365192913015682,0,-0.452418848992442,2,-0.3035429471001913,0.3407406932600693,1.043136704606298,100012
2,1,10,1,0,0,-0.3296180874040059,1.1924211442504082,0,0.2709577087269487,0,0.4710449309413871,0,0.0508114586120681,-0.2904946866012451,-0.4561443202105902,100078
2,1,3,1,3,0,-0.3296180874040059,1.1924211442504082,0,1.7182036053799574,0,0.6883305262199351,0,1.4157321324666972,-0.7113182731754548,0.6932133396060554,100022
5,1,7,0,7,0,-0.3296180874040059,0.3741810330962405,1,1.4512359157061014,0,1.0142589191377571,0,1.4157321324666972,-0.7113182731754548,1.5195948578432357,100061
2,1,9,0,1,0,-0.3296180874040059,1.1924211442504082,0,-1.3870521534580516,0,1.2858659132359422,0,-1.510972773971594,-0.6061123765319024,-0.4116228206458271,100074
3,0,4,0,3,0,-0.3296180874040059,-0.4440590780579271,0,-0.1505702223370343,0,-0.1264904560746199,2,-0.2904187098515891,0.6037554348689503,-0.0035090746354994,100059
1,0,9,2,3,1,-0.3296180874040059,-0.4440590780579271,0,-1.4713577396708482,0,0.090795139203928,2,-1.4978485367229917,-0.4483035315665737,-0.8443405532577345,100095
5,1,3,2,4,0,-0.3296180874040059,-0.4440590780579271,0,-0.9514732913586024,0,0.199437936843202,2,-1.13036989376213,-0.0537814191532522,0.1027176611681457,100024
4,1,6,4,5,0,-0.3296180874040059,-1.2622991892120947,0,-0.7126074637556785,0,0.6883305262199351,0,-0.867885148790086,-0.3430976349230213,-0.4010782549594359,100037
5,1,10,0,6,0,-0.3296180874040059,-0.4440590780579271,0,-0.3332323257980937,0,-1.430204027745908,2,-0.4872822685806221,0.6037554348689503,0.9345667319834547,100099
3,1,9,0,3,0,-0.3296180874040059,-0.4440590780579271,0,-1.330848429316187,0,-0.0721690572549829,2,-1.4191031132313785,-0.1852887899576927,-0.7982568958135061,100098
6,0,9,2,3,0,-0.3296180874040059,-1.2622991892120947,0,-0.1646211533725004,0,0.6340091274002981,2,-0.3035429471001913,0.3407406932600693,0.1652039763467604,100026
1,0,7,2,1,0,-0.3296180874040059,1.1924211442504082,0,0.1444993294077538,0,0.4710449309413871,2,-0.1198036256197604,0.2355347966165168,-0.7966947379340408,100056
2,1,0,0,4,0,-0.3296180874040059,-1.2622991892120947,0,0.5379253984008047,0,-3.3857743852528404,2,0.3264204408327144,0.3407406932600693,-0.7455340673815499,100099
6,0,8,0,3,0,-0.3296180874040059,-1.2622991892120947,0,1.4090831225997031,0,1.2858659132359422,0,1.1663716247432554,-0.7113182731754548,-0.8423878559084028,100070
2,1,9,0,1,0,-0.3296180874040059,-0.4440590780579271,0,-0.7407093258266106,0,1.068580317957394,2,-0.8547609115414838,0.761564279834279,-0.4272443994404808,100079
5,1,4,0,3,0,1.8759390456584504,-0.4440590780579271,0,0.439568881152542,0,1.1229017167770312,0,1.3501109462236862,-0.7113182731754548,1.1790444401197853,100070
5,1,5,2,4,1,-0.3296180874040059,-0.4440590780579271,0,1.114013570854915,0,0.036473740384291,2,0.8645141680254047,0.6037554348689503,0.0484326748567241,100008
3,1,12,0,0,0,1.8759390456584504,2.8289013665587435,0,0.5238744673653386,0,-0.452418848992442,2,0.234550780092499,0.0777259516511882,-0.5705723848814285,100022
3,1,7,0,5,0,-0.3296180874040059,0.3741810330962405,1,-0.7126074637556785,0,-0.0721690572549829,2,-0.933506335033097,-0.1852887899576927,-0.6135317265667262,100077
4,1,9,2,3,0,-0.3296180874040059,-1.2622991892120947,0,-1.2324919120679243,0,0.9599375203181202,2,-1.3141092152425609,0.1303288999729644,-0.3905336892730447,100008
5,1,1,0,4,0,-0.3296180874040059,2.010661255404576,0,-0.4315888430463564,0,0.7426519250395721,2,-0.5791519293208376,0.6037554348689503,0.8193575883728839,100016
5,1,11,0,8,1,1.8759390456584504,-0.4440590780579271,0,1.507439639847966,0,-0.506740247812079,0,1.2319928109862663,-0.7113182731754548,0.2198795021280484,100027
1,0,9,2,5,0,-0.3296180874040059,-0.4440590780579271,0,0.6784347087554657,0,0.199437936843202,0,0.4314143388215321,-0.6587153248536786,-0.6408694894573701,100076
6,1,3,2,6,1,-0.3296180874040059,-1.2622991892120947,0,-0.8250149120394074,0,-0.6697044442709901,2,-0.9466305722816992,-0.7113182731754548,-0.7513921594295451,100077
4,1,7,2,5,1,-0.3296180874040059,-0.4440590780579271,0,-1.4011030844935175,0,-2.516632004138648,0,-1.510972773971594,-0.6061123765319024,-0.7088233572141137,100099
4,1,9,2,3,1,-0.3296180874040059,2.8289013665587435,0,-1.3870521534580516,0,0.090795139203928,0,-1.510972773971594,-0.6061123765319024,0.7974873780603687,100078
3,1,10,0,7,0,-0.3296180874040059,-0.4440590780579271,0,-1.330848429316187,0,-0.343776051353168,2,-1.4191031132313785,-0.1852887899576927,-0.7795110012599217,100098
1,0,5,1,0,0,-0.3296180874040059,1.1924211442504082,1,-0.0522137050887716,0,0.3080807344824761,2,-0.2116732863599758,0.2355347966165168,-0.706870659864782,100081
4,0,1,0,9,0,-0.3296180874040059,-0.4440590780579271,0,0.1585502604432199,0,0.4710449309413871,2,-0.027933964879545,0.761564279834279,-0.5084766091726801,100066
3,0,12,2,5,0,-0.3296180874040059,0.3741810330962405,0,-1.611867050025509,0,0.362402133302113,2,-1.4191031132313785,-0.1852887899576927,0.2370632388021674,100059
1,0,8,0,6,0,-0.3296180874040059,-0.4440590780579271,0,0.6362819156490674,0,0.4710449309413871,2,0.4314143388215321,0.2355347966165168,0.1550499501302355,100006
5,1,9,2,0,1,1.8759390456584504,-0.4440590780579271,0,0.8048930880746606,0,-0.343776051353168,0,1.4157321324666972,-0.7113182731754548,-0.0081955482738955,100044
3,1,1,2,5,0,-0.3296180874040059,1.1924211442504082,0,0.3693142259752114,0,-1.1585970336477232,2,0.168929593849488,0.6037554348689503,-0.8283284349932145,100099
6,0,11,2,8,0,-0.3296180874040059,-1.2622991892120947,0,-0.4596907051172886,0,0.199437936843202,2,-0.9466305722816992,-0.7113182731754548,-0.651023515673895,100064
3,1,11,0,0,0,-0.3296180874040059,1.1924211442504082,0,-0.937422360323136,0,0.145116538023565,2,-1.0516244702705169,-0.0537814191532522,-0.7385043569239558,100033
2,1,0,1,6,1,-0.3296180874040059,-1.2622991892120947,0,1.254522881209576,0,1.2858659132359422,0,0.9695080660142223,-0.2904946866012451,-0.6939828573591927,100058
1,0,0,2,4,0,1.8759390456584504,-0.4440590780579271,0,0.1866521225141521,0,-0.886990039549538,0,-0.027933964879545,-0.6587153248536786,-0.1851099281233486,100015
3,1,4,2,2,1,-0.3296180874040059,1.1924211442504082,0,0.4817216742589403,0,-0.506740247812079,2,0.3264204408327144,0.3407406932600693,-0.2975852954448552,100073
2,1,5,0,5,0,-0.3296180874040059,-0.4440590780579271,0,1.254522881209576,0,-1.049954236008449,0,0.9695080660142223,-0.2904946866012451,-0.506133372353482,100066
5,1,0,0,1,0,-0.3296180874040059,1.1924211442504082,0,0.4114670190816097,0,-0.778347241910264,0,1.4157321324666972,-0.7113182731754548,-0.1152033630172733,100091
2,1,5,1,9,0,-0.3296180874040059,-1.2622991892120947,0,0.3833651570106776,0,-0.289454652533531,0,0.1426811193522836,-0.2904946866012451,0.2007430681045976,100043
5,1,4,0,3,1,-0.3296180874040059,-0.4440590780579271,0,-0.4315888430463564,0,0.036473740384291,2,-0.5791519293208376,0.6037554348689503,0.5006773809619486,100081
5,1,8,1,9,1,-0.3296180874040059,2.010661255404576,0,1.268573812245042,0,-1.049954236008449,0,1.3501109462236862,-0.7113182731754548,-0.4975415040164225,100039
1,1,6,2,7,1,-0.3296180874040059,-0.4440590780579271,0,1.0437589156775844,0,0.253759335662839,2,0.7988929817823938,0.2355347966165168,-0.9279159998091318,100026
5,1,6,2,7,0,4.081496178720906,1.1924211442504082,1,-1.6961726362383056,1,0.253759335662839,0,1.2319928109862663,-0.7113182731754548,1.106794638194512,100024
5,1,6,1,6,0,-0.3296180874040059,0.3741810330962405,0,-1.0217279465359328,0,0.7426519250395721,2,-1.13036989376213,-0.0537814191532522,0.0496042932663231,100087
5,1,12,0,4,2,-0.3296180874040059,1.1924211442504082,0,-0.248926739585297,0,0.362402133302113,0,1.3501109462236862,-0.7113182731754548,0.5834717485736132,100069
3,1,8,2,9,0,-0.3296180874040059,0.3741810330962405,0,0.046142812159491,0,0.3080807344824761,2,-0.1329278628683626,0.3407406932600693,0.0496042932663231,100065
3,1,8,2,6,0,-0.3296180874040059,1.1924211442504082,0,0.4255179501170759,0,-0.289454652533531,2,0.234550780092499,0.0777259516511882,-0.4065458075375647,100047
4,0,0,0,1,0,-0.3296180874040059,-0.4440590780579271,0,1.7463054674508895,0,-0.343776051353168,1,-0.0641148494219308,4.548976559002166,-0.3397635581904202,100010
1,0,0,2,7,0,-0.3296180874040059,-0.4440590780579271,0,-0.8390658430748734,0,1.2858659132359422,0,-1.0385002330219146,-0.6587153248536786,0.0968595691201505,100012
1,0,10,1,6,1,-0.3296180874040059,-0.4440590780579271,0,-0.9514732913586024,0,-0.452418848992442,2,-1.0385002330219146,-0.1852887899576927,-0.7404570542732875,100065
5,1,6,1,3,0,-0.3296180874040059,0.3741810330962405,0,0.4255179501170759,0,0.8512947226788461,2,0.234550780092499,0.4459465899036217,1.4395342665206357,100065
1,0,11,0,4,0,-0.3296180874040059,-0.4440590780579271,0,0.6362819156490674,0,0.5796877285806611,2,0.3395446780813166,0.2355347966165168,-0.4807483068121698,100090
1,0,4,0,2,0,-0.3296180874040059,1.1924211442504082,0,1.1421154329258472,0,-1.430204027745908,2,0.8907626425226092,1.1297849180867126,-0.9220579077611366,100049
5,1,5,0,5,0,-0.3296180874040059,-0.4440590780579271,0,0.6362819156490674,0,0.362402133302113,2,0.4314143388215321,0.6037554348689503,0.3292305536906242,100061
2,1,6,2,7,0,-0.3296180874040059,-0.4440590780579271,0,0.2709577087269487,0,0.7426519250395721,0,0.0508114586120681,-0.2904946866012451,0.8744236536240382,100025
1,0,11,2,8,0,-0.3296180874040059,1.1924211442504082,0,-1.0217279465359328,0,-0.0721690572549829,2,-1.13036989376213,0.2355347966165168,-0.8708972372086458,100067
3,1,3,0,4,0,-0.3296180874040059,0.3741810330962405,0,-0.4596907051172886,0,-0.289454652533531,2,-0.5922761665694397,0.2092333224556287,-0.1694883493286949,100047
1,0,8,2,8,0,-0.3296180874040059,1.1924211442504082,0,-0.0100609119823733,0,-0.886990039549538,0,-0.2116732863599758,-0.6587153248536786,-0.8115352377889617,100003
5,0,5,0,2,0,-0.3296180874040059,0.3741810330962405,0,-0.5018434982236869,0,1.231544514416305,0,1.2319928109862663,-0.7113182731754548,0.2897860672341237,100056
2,1,12,0,2,0,-0.3296180874040059,-0.4440590780579271,1,-1.4011030844935175,0,-0.343776051353168,0,-1.510972773971594,-0.6061123765319024,-0.648680278854697,100049
5,1,7,1,1,1,-0.3296180874040059,-0.4440590780579271,0,0.8189440191101268,0,-0.235133253713894,0,1.1663716247432554,-0.7113182731754548,0.7896765886630419,100038
3,0,6,2,0,0,-0.3296180874040059,-0.4440590780579271,0,-0.782862118933009,0,-0.180811854894257,2,-0.933506335033097,-0.1852887899576927,-0.7767772249708573,100036
4,1,3,0,9,0,-0.3296180874040059,-0.4440590780579271,0,-1.4011030844935175,0,-0.343776051353168,0,-1.510972773971594,-0.6061123765319024,0.2230038178869791,100060
5,0,12,0,1,0,-0.3296180874040059,-0.4440590780579271,0,-0.9514732913586024,0,0.3080807344824761,2,-1.064748707519119,-0.0537814191532522,0.3823439215924468,100088
4,1,4,0,4,0,-0.3296180874040059,2.010661255404576,0,-1.2043900499969922,0,-0.1264904560746199,2,-1.3141092152425609,0.1303288999729644,-0.7670137382241987,100088
5,1,12,2,2,0,-0.3296180874040059,0.3741810330962405,0,-0.7688111878975429,0,1.2858659132359422,0,1.3501109462236862,-0.7113182731754548,1.153268835108607,100068
5,0,0,1,8,0,-0.3296180874040059,-0.4440590780579271,0,1.6479489502026268,0,0.6340091274002981,0,1.4157321324666972,-0.7113182731754548,0.4901328152755573,100007
4,1,10,2,3,0,-0.3296180874040059,-0.4440590780579271,0,0.5519763294362708,0,-1.21291843246736,2,0.3395446780813166,0.761564279834279,-0.0054617719848311,100087
5,1,2,1,9,0,-0.3296180874040059,-0.4440590780579271,0,-1.035778877571399,0,-0.343776051353168,2,-1.13036989376213,-0.0537814191532522,0.4221789475188137,100079
1,0,1,0,8,1,-0.3296180874040059,1.1924211442504082,0,0.1866521225141521,0,1.2858659132359422,0,-0.027933964879545,-0.6587153248536786,-0.7826353170188524,100066
5,1,8,0,9,0,-0.3296180874040059,1.1924211442504082,0,-1.7945291534865684,0,1.068580317957394,0,1.1663716247432554,-0.7113182731754548,-0.1940923359302745,100089
1,1,2,2,0,0,1.8759390456584504,2.8289013665587435,1,1.1842682260322457,0,0.5796877285806611,2,0.2476750173411012,0.2355347966165168,-0.5182400959193386,100053
6,0,7,0,6,0,-0.3296180874040059,4.465381588867079,1,0.8189440191101268,0,0.199437936843202,0,1.1663716247432554,-0.7113182731754548,-0.4163092942842233,100036
1,1,2,2,4,0,-0.3296180874040059,-0.4440590780579271,0,-1.4432558775999158,0,0.4710449309413871,2,-1.4978485367229917,-0.4483035315665737,-0.6018155424707359,100033
5,0,9,2,2,0,-0.3296180874040059,-0.4440590780579271,0,-1.1341353948196615,0,-0.289454652533531,0,1.1663716247432554,-0.7113182731754548,1.013455704896456,100066
6,0,8,2,9,1,-0.3296180874040059,-1.2622991892120947,0,1.268573812245042,0,0.199437936843202,0,1.1663716247432554,-0.7113182731754548,-0.4346646493679413,100020
1,0,11,2,7,0,-0.3296180874040059,-0.4440590780579271,0,-1.0217279465359328,0,-0.724025843090627,2,-1.13036989376213,0.2355347966165168,-0.7072611993346484,100019
6,0,8,2,7,0,-0.3296180874040059,-1.2622991892120947,1,0.1163974673368216,0,1.2858659132359422,0,1.2582412854834708,-0.7113182731754548,-0.1300438628721943,100070
2,1,8,1,8,0,-0.3296180874040059,1.1924211442504082,0,-0.1365192913015682,0,0.8512947226788461,2,-0.2904187098515891,0.6037554348689503,1.6640944616937825,100017
1,1,7,0,7,1,1.8759390456584504,2.8289013665587435,0,-0.3472832568335598,0,0.199437936843202,0,-0.5791519293208376,-0.6587153248536786,0.4799787890590324,100060
1,1,3,0,3,0,-0.3296180874040059,1.1924211442504082,0,0.046142812159491,0,0.6883305262199351,2,-0.1198036256197604,0.2355347966165168,-0.9228389867008692,100011
5,1,9,2,8,0,-0.3296180874040059,-0.4440590780579271,1,1.3669303294933048,0,-0.452418848992442,0,1.1663716247432554,-0.7113182731754548,0.0043017147618274,100080
5,1,8,2,5,1,-0.3296180874040059,1.1924211442504082,0,0.6643837777199997,0,-1.3215612301066342,0,1.3501109462236862,-0.7113182731754548,0.6311175638973069,100077
2,1,7,2,9,0,-0.3296180874040059,-0.4440590780579271,0,-1.3870521534580516,0,-1.104275634828086,0,-1.510972773971594,-0.6061123765319024,-0.5932236741336764,100077
1,0,8,4,9,1,-0.3296180874040059,-0.4440590780579271,0,-0.8390658430748734,0,1.2858659132359422,0,-1.0385002330219146,-0.6587153248536786,-0.7064801203949157,100001
5,0,6,0,4,0,-0.3296180874040059,1.1924211442504082,0,-1.344899360351653,0,0.6340091274002981,2,-1.4322273504799807,-0.0537814191532522,-0.0499832715495941,100082
5,1,5,3,3,0,-0.3296180874040059,-0.4440590780579271,0,-0.248926739585297,0,0.6340091274002981,0,1.2319928109862663,-0.7113182731754548,1.1005460066766504,100067
5,0,11,3,1,0,1.8759390456584504,1.1924211442504082,0,-0.1224683602661021,0,-1.104275634828086,0,1.1663716247432554,-0.7113182731754548,-0.1417600469681846,100095
1,0,12,2,0,0,-0.3296180874040059,-0.4440590780579271,0,-0.5018434982236869,0,-0.886990039549538,0,-0.671021590061053,-0.6587153248536786,0.1230257136011955,100092
1,0,9,1,2,0,1.8759390456584504,1.601541199827492,0,-0.3472832568335598,0,1.2858659132359422,0,-0.5791519293208376,-0.6587153248536786,-0.7478773042007479,100042
6,0,7,2,6,0,-0.3296180874040059,-1.2622991892120947,1,0.7486893639327963,0,-0.886990039549538,2,0.5232839995617474,-0.7113182731754548,-0.8642580662209179,100004
5,0,7,1,8,1,-0.3296180874040059,0.3741810330962405,0,1.0437589156775844,0,0.5796877285806611,0,1.3501109462236862,-0.7113182731754548,0.4690436839027748,100083
5,1,0,2,4,1,-0.3296180874040059,1.1924211442504082,0,-1.4151540155289837,0,-0.1264904560746199,2,-1.4978485367229917,-0.0537814191532522,0.2292524494048406,100013
1,0,11,0,4,1,-0.3296180874040059,1.1924211442504082,0,-1.4994596017417805,0,1.2858659132359422,2,-1.4978485367229917,-0.7113182731754548,-0.3280473740944299,100034
5,1,2,2,3,0,-0.3296180874040059,-0.4440590780579271,0,-1.42920494656445,0,0.3080807344824761,2,-1.4978485367229917,-0.0537814191532522,-0.5225360300878684,100073
6,0,3,0,3,0,-0.3296180874040059,-1.2622991892120947,1,1.3247775363869063,0,-3.0598459923350183,0,1.1663716247432554,-0.7113182731754548,-0.8416067769686701,100034
1,0,4,0,0,0,-0.3296180874040059,-0.4440590780579271,0,1.24047195017411,0,-0.995632837188812,2,0.9826323032628246,0.2355347966165168,-0.8755837108470419,100090
5,1,3,0,1,0,-0.3296180874040059,1.1924211442504082,0,1.4652868467415676,0,-1.864775218303004,0,1.1663716247432554,-0.7113182731754548,-0.218696322531854,100065
3,1,3,2,4,1,-0.3296180874040059,0.3741810330962405,0,-0.9514732913586024,0,-0.724025843090627,2,-1.0516244702705169,-0.1852887899576927,-0.3093014795408454,100054
0,1,12,1,7,0,-0.3296180874040059,-0.4440590780579271,0,-1.42920494656445,0,0.362402133302113,2,-1.4978485367229917,-0.1852887899576927,0.4073384476638927,100018
2,0,3,2,2,0,-0.3296180874040059,0.3741810330962405,0,1.254522881209576,0,0.090795139203928,0,0.9695080660142223,-0.2904946866012451,2.6978524384299907,100035
5,1,11,1,8,1,-0.3296180874040059,-0.4440590780579271,0,0.6222309846136014,0,0.6883305262199351,2,0.4314143388215321,0.6037554348689503,1.485617923964864,100033
3,0,6,1,7,0,1.8759390456584504,-0.4440590780579271,0,-0.1505702223370343,0,1.1229017167770312,2,-0.2904187098515891,0.6037554348689503,-0.8154406324876252,100029
3,1,11,2,4,0,-0.3296180874040059,-0.4440590780579271,0,-1.457306808635382,0,0.199437936843202,2,-1.4191031132313785,-0.1852887899576927,-0.4350551888378077,100040
1,0,12,0,1,0,1.8759390456584504,-0.4440590780579271,0,0.1866521225141521,0,1.2858659132359422,0,-0.027933964879545,-0.6587153248536786,-0.8439500137878682,100069
1,0,10,1,4,1,-0.3296180874040059,-0.4440590780579271,0,-0.248926739585297,0,1.2858659132359422,0,-0.4872822685806221,-0.6587153248536786,0.1187297794326657,100021
3,1,5,1,8,0,-0.3296180874040059,-0.4440590780579271,0,-0.6985565327202123,0,0.7969733238592092,2,-0.7760154880498706,0.2092333224556287,-0.4534105439215258,100034
5,0,0,0,2,0,-0.3296180874040059,0.3741810330962405,0,1.4090831225997031,0,0.7969733238592092,0,1.3501109462236862,-0.7113182731754548,1.3575209778487036,100057
2,1,9,0,4,0,-0.3296180874040059,0.3741810330962405,0,1.395032191564237,0,1.2858659132359422,0,1.0613777267544378,-0.2904946866012451,-0.1675356519793632,100087
5,1,8,0,4,0,-0.3296180874040059,1.1924211442504082,1,0.1866521225141521,0,0.036473740384291,0,1.4157321324666972,-0.7113182731754548,-0.0027279956957667,100060
5,1,3,1,5,1,-0.3296180874040059,-0.4440590780579271,0,1.4090831225997031,0,-2.2993464088601003,0,1.3501109462236862,-0.7113182731754548,0.5987027878984005,100084
6,0,1,2,4,1,-0.3296180874040059,-1.2622991892120947,0,-0.6142509465074157,0,1.2858659132359422,0,1.1663716247432554,-0.7113182731754548,-0.7568597120076738,100022
3,1,11,2,7,1,-0.3296180874040059,0.3741810330962405,0,1.6479489502026268,0,1.068580317957394,1,1.6782168774387414,4.548976559002166,0.2230038178869791,100081
3,0,11,0,0,0,-0.3296180874040059,-0.4440590780579271,0,0.453619812188008,0,0.5796877285806611,0,0.2083023055952946,-0.50090647988835,-0.7857596327777832,100013
1,0,10,2,6,1,-0.3296180874040059,-0.4440590780579271,0,0.5098235363298725,0,-0.0721690572549829,2,0.2476750173411012,1.1297849180867126,-0.3491365054672124,100086
4,1,11,1,6,1,-0.3296180874040059,-1.2622991892120947,0,-0.7547602568620768,0,0.199437936843202,2,-0.8547609115414838,0.761564279834279,0.5108314071784734,100062
6,0,5,0,0,1,-0.3296180874040059,-1.2622991892120947,0,-0.8250149120394074,0,-0.615383045451353,2,-0.9466305722816992,-0.7113182731754548,-0.8716783161483784,100065
6,0,12,0,3,1,-0.3296180874040059,-1.2622991892120947,0,1.2264210191386438,0,1.2858659132359422,0,1.1663716247432554,-0.7113182731754548,-0.8775364081963736,100026
1,0,9,3,3,0,-0.3296180874040059,0.3741810330962405,0,0.6784347087554657,0,0.199437936843202,0,0.4314143388215321,-0.6587153248536786,3.104404026560853,100007
5,1,4,2,3,1,-0.3296180874040059,-0.4440590780579271,0,1.3247775363869063,0,0.41672353212175,0,1.2319928109862663,-0.7113182731754548,1.478978752977136,100025
5,1,7,1,2,0,-0.3296180874040059,-0.4440590780579271,0,-0.2067739464788987,0,-0.0721690572549829,2,-0.4872822685806221,0.6037554348689503,0.8806722851418997,100082
5,1,10,0,8,0,1.8759390456584504,1.1924211442504082,0,1.268573812245042,0,0.253759335662839,0,1.1663716247432554,-0.7113182731754548,0.4424869999518635,100032
2,0,10,1,3,0,-0.3296180874040059,0.3741810330962405,0,-1.2605937741388564,0,1.177223115596668,2,-1.327233452491163,-0.2378917382794689,1.9780881954663216,100067
5,1,5,0,0,0,-0.3296180874040059,1.1924211442504082,0,0.1444993294077538,0,-0.343776051353168,0,1.3501109462236862,-0.7113182731754548,1.773054973786492,100087
3,1,8,0,8,0,-0.3296180874040059,-0.4440590780579271,0,-0.0381627740533055,0,-0.724025843090627,0,-0.2510459981057825,-0.50090647988835,-0.4827010041615014,100004
5,0,6,1,5,0,-0.3296180874040059,0.3741810330962405,0,-1.035778877571399,0,-0.0178476584353459,2,-1.13036989376213,-0.0537814191532522,-0.2284598092785126,100068
5,1,1,1,6,0,1.8759390456584504,1.1924211442504082,0,0.847045881181059,0,0.6883305262199351,0,1.2319928109862663,-0.7113182731754548,-0.5369859904729231,100050
1,0,3,2,2,1,-0.3296180874040059,-0.4440590780579271,0,-1.5416123948481786,0,-0.6697044442709901,2,-1.589718197463207,-0.4483035315665737,0.2007430681045976,100002
2,1,7,0,4,0,-0.3296180874040059,1.1924211442504082,0,0.1444993294077538,0,0.145116538023565,2,-0.027933964879545,0.6037554348689503,0.2081633180320581,100087
